identificationdocumentusedescriptorid,parentusi,personalinformationverificationdescriptorid,documenttitle,documentexpirationdate,issuerdocumentidentificationcode,issuername,issuercountrydescriptorid,createdate
"1012","1223","1733",,,,,,"2020-11-13 14:15:56.570986"
"1012","1227","1735",,,,,,"2020-11-13 14:15:56.595357"
"1012","1229","1724",,,,,,"2020-11-13 14:15:56.603456"
"1012","1232","1725",,,,,,"2020-11-13 14:15:56.626611"
"1012","1234","1731",,,,,,"2020-11-13 14:15:56.634096"
"1012","1235","1723",,,,,,"2020-11-13 14:15:56.640561"
"1012","1242","1725",,,,,,"2020-11-13 14:15:56.681098"
"1012","1245","1731",,,,,,"2020-11-13 14:15:56.701549"
"1012","1248","1725",,,,,,"2020-11-13 14:15:56.708665"
"1012","1253","1724",,,,,,"2020-11-13 14:15:56.740601"
"1012","1258","1723",,,,,,"2020-11-13 14:15:56.764546"
"1012","1262","1725",,,,,,"2020-11-13 14:15:56.784386"
"1012","1265","1728",,,,,,"2020-11-13 14:15:56.806266"
"1012","1272","1733",,,,,,"2020-11-13 14:15:56.844803"
"1012","1283","1724",,,,,,"2020-11-13 14:15:56.900180"
"1012","1290","1732",,,,,,"2020-11-13 14:15:56.940908"
"1012","1293","1723",,,,,,"2020-11-13 14:15:56.956511"
"1012","1297","1737",,,,,,"2020-11-13 14:15:56.976354"
"1012","1299","1729",,,,,,"2020-11-13 14:15:56.985174"
"1012","1303","1730",,,,,,"2020-11-13 14:15:57.009739"
"1012","1306","1733",,,,,,"2020-11-13 14:15:57.023760"
"1012","1308","1726",,,,,,"2020-11-13 14:15:57.034388"
"1012","1309","1730",,,,,,"2020-11-13 14:15:57.044090"
"1012","1311","1729",,,,,,"2020-11-13 14:15:57.051870"
"1012","1314","1734",,,,,,"2020-11-13 14:15:57.069399"
"1012","1318","1727",,,,,,"2020-11-13 14:15:57.089323"
"1012","1326","1736",,,,,,"2020-11-13 14:15:57.134981"
"1012","1328","1725",,,,,,"2020-11-13 14:15:57.150612"
"1012","1333","1727",,,,,,"2020-11-13 14:15:57.174035"
"1012","1336","1725",,,,,,"2020-11-13 14:15:57.192461"
"1012","1342","1726",,,,,,"2020-11-13 14:15:57.223137"
"1012","1345","1725",,,,,,"2020-11-13 14:15:57.245855"
"1012","1347","1735",,,,,,"2020-11-13 14:15:57.266457"
"1012","1352","1725",,,,,,"2020-11-13 14:15:57.288094"
"1012","1353","1733",,,,,,"2020-11-13 14:15:57.295154"
"1012","1357","1725",,,,,,"2020-11-13 14:15:57.319745"
"1012","1360","1732",,,,,,"2020-11-13 14:15:57.333054"
"1012","1361","1732",,,,,,"2020-11-13 14:15:57.341939"
"1012","1363","1724",,,,,,"2020-11-13 14:15:57.351521"
"1012","1368","1731",,,,,,"2020-11-13 14:15:57.374345"
"1012","1370","1733",,,,,,"2020-11-13 14:15:57.386609"
"1012","1378","1731",,,,,,"2020-11-13 14:15:57.432862"
"1012","1380","1727",,,,,,"2020-11-13 14:15:57.438028"
"1012","1385","1730",,,,,,"2020-11-13 14:15:57.466637"
"1012","1386","1726",,,,,,"2020-11-13 14:15:57.473798"
"1012","1390","1737",,,,,,"2020-11-13 14:15:57.493196"
"1012","1394","1730",,,,,,"2020-11-13 14:15:57.516207"
"1012","1398","1726",,,,,,"2020-11-13 14:15:57.537166"
"1012","1402","1736",,,,,,"2020-11-13 14:15:57.555850"
"1012","1410","1729",,,,,,"2020-11-13 14:15:57.594368"
"1012","1413","1729",,,,,,"2020-11-13 14:15:57.615654"
"1012","1418","1734",,,,,,"2020-11-13 14:15:57.636252"
"1012","1422","1732",,,,,,"2020-11-13 14:15:57.654361"
"1012","1425","1737",,,,,,"2020-11-13 14:15:57.676753"
"1012","1427","1723",,,,,,"2020-11-13 14:15:57.697414"
"1012","1433","1729",,,,,,"2020-11-13 14:15:57.722864"
"1012","1435","1732",,,,,,"2020-11-13 14:15:57.743005"
"1012","1441","1737",,,,,,"2020-11-13 14:15:57.766942"
"1012","1443","1728",,,,,,"2020-11-13 14:15:57.786344"
"1012","1447","1729",,,,,,"2020-11-13 14:15:57.806864"
"1012","1450","1728",,,,,,"2020-11-13 14:15:57.811535"
"1012","1452","1731",,,,,,"2020-11-13 14:15:57.833093"
"1012","1457","1734",,,,,,"2020-11-13 14:15:57.854294"
"1012","1461","1723",,,,,,"2020-11-13 14:15:57.873408"
"1012","1463","1732",,,,,,"2020-11-13 14:15:57.892134"
"1012","1469","1735",,,,,,"2020-11-13 14:15:57.916654"
"1012","1472","1724",,,,,,"2020-11-13 14:15:57.933489"
"1012","1476","1726",,,,,,"2020-11-13 14:15:57.956346"
"1012","1479","1725",,,,,,"2020-11-13 14:15:57.976290"
"1012","1230","1733",,,,,,"2020-11-13 14:15:56.611816"
"1012","1231","1730",,,,,,"2020-11-13 14:15:56.621305"
"1012","1233","1727",,,,,,"2020-11-13 14:15:56.629138"
"1012","1236","1731",,,,,,"2020-11-13 14:15:56.645067"
"1012","1237","1733",,,,,,"2020-11-13 14:15:56.660120"
"1012","1240","1734",,,,,,"2020-11-13 14:15:56.667055"
"1012","1244","1723",,,,,,"2020-11-13 14:15:56.687011"
"1012","1247","1726",,,,,,"2020-11-13 14:15:56.701568"
"1012","1250","1734",,,,,,"2020-11-13 14:15:56.724439"
"1012","1252","1725",,,,,,"2020-11-13 14:15:56.729786"
"1012","1254","1734",,,,,,"2020-11-13 14:15:56.742644"
"1012","1256","1734",,,,,,"2020-11-13 14:15:56.749753"
"1012","1257","1729",,,,,,"2020-11-13 14:15:56.763661"
"1012","1260","1723",,,,,,"2020-11-13 14:15:56.774395"
"1012","1261","1723",,,,,,"2020-11-13 14:15:56.783912"
"1012","1267","1723",,,,,,"2020-11-13 14:15:56.813311"
"1012","1269","1733",,,,,,"2020-11-13 14:15:56.824555"
"1012","1273","1725",,,,,,"2020-11-13 14:15:56.847559"
"1012","1274","1725",,,,,,"2020-11-13 14:15:56.853699"
"1012","1275","1737",,,,,,"2020-11-13 14:15:56.860552"
"1012","1276","1732",,,,,,"2020-11-13 14:15:56.866778"
"1012","1278","1726",,,,,,"2020-11-13 14:15:56.875156"
"1012","1279","1730",,,,,,"2020-11-13 14:15:56.880476"
"1012","1281","1734",,,,,,"2020-11-13 14:15:56.888122"
"1012","1284","1733",,,,,,"2020-11-13 14:15:56.907759"
"1012","1286","1731",,,,,,"2020-11-13 14:15:56.921633"
"1012","1288","1731",,,,,,"2020-11-13 14:15:56.929641"
"1012","1291","1726",,,,,,"2020-11-13 14:15:56.941481"
"1012","1292","1727",,,,,,"2020-11-13 14:15:56.949292"
"1012","1295","1735",,,,,,"2020-11-13 14:15:56.965178"
"1012","1301","1733",,,,,,"2020-11-13 14:15:56.996249"
"1012","1304","1734",,,,,,"2020-11-13 14:15:57.012474"
"1012","1305","1730",,,,,,"2020-11-13 14:15:57.021675"
"1012","1307","1736",,,,,,"2020-11-13 14:15:57.031673"
"1012","1312","1729",,,,,,"2020-11-13 14:15:57.055969"
"1012","1316","1724",,,,,,"2020-11-13 14:15:57.076935"
"1012","1319","1734",,,,,,"2020-11-13 14:15:57.090915"
"1012","1320","1736",,,,,,"2020-11-13 14:15:57.099930"
"1012","1321","1729",,,,,,"2020-11-13 14:15:57.113584"
"1012","1324","1728",,,,,,"2020-11-13 14:15:57.123913"
"1012","1325","1736",,,,,,"2020-11-13 14:15:57.131938"
"1012","1329","1723",,,,,,"2020-11-13 14:15:57.152866"
"1012","1331","1728",,,,,,"2020-11-13 14:15:57.166711"
"1012","1334","1726",,,,,,"2020-11-13 14:15:57.174919"
"1012","1335","1736",,,,,,"2020-11-13 14:15:57.191255"
"1012","1338","1727",,,,,,"2020-11-13 14:15:57.196236"
"1012","1339","1726",,,,,,"2020-11-13 14:15:57.214411"
"1012","1341","1724",,,,,,"2020-11-13 14:15:57.221568"
"1012","1343","1730",,,,,,"2020-11-13 14:15:57.238556"
"1012","1346","1729",,,,,,"2020-11-13 14:15:57.257027"
"1012","1349","1730",,,,,,"2020-11-13 14:15:57.275346"
"1012","1351","1733",,,,,,"2020-11-13 14:15:57.287595"
"1012","1355","1732",,,,,,"2020-11-13 14:15:57.306179"
"1012","1358","1726",,,,,,"2020-11-13 14:15:57.326997"
"1012","1362","1726",,,,,,"2020-11-13 14:15:57.349341"
"1012","1365","1737",,,,,,"2020-11-13 14:15:57.364693"
"1012","1367","1735",,,,,,"2020-11-13 14:15:57.371205"
"1012","1372","1732",,,,,,"2020-11-13 14:15:57.396773"
"1012","1374","1735",,,,,,"2020-11-13 14:15:57.408347"
"1012","1376","1735",,,,,,"2020-11-13 14:15:57.416894"
"1012","1377","1735",,,,,,"2020-11-13 14:15:57.426342"
"1012","1379","1729",,,,,,"2020-11-13 14:15:57.435829"
"1012","1382","1725",,,,,,"2020-11-13 14:15:57.453839"
"1012","1388","1731",,,,,,"2020-11-13 14:15:57.481311"
"1012","1389","1723",,,,,,"2020-11-13 14:15:57.490454"
"1012","1392","1726",,,,,,"2020-11-13 14:15:57.511252"
"1012","1395","1733",,,,,,"2020-11-13 14:15:57.517245"
"1012","1397","1725",,,,,,"2020-11-13 14:15:57.535386"
"1012","1400","1730",,,,,,"2020-11-13 14:15:57.553245"
"1012","1403","1733",,,,,,"2020-11-13 14:15:57.559415"
"1012","1404","1729",,,,,,"2020-11-13 14:15:57.573234"
"1012","1407","1728",,,,,,"2020-11-13 14:15:57.583085"
"1012","1408","1724",,,,,,"2020-11-13 14:15:57.593019"
"1012","1411","1724",,,,,,"2020-11-13 14:15:57.603954"
"1012","1412","1737",,,,,,"2020-11-13 14:15:57.612006"
"1012","1415","1723",,,,,,"2020-11-13 14:15:57.626792"
"1012","1417","1735",,,,,,"2020-11-13 14:15:57.635102"
"1012","1420","1736",,,,,,"2020-11-13 14:15:57.653615"
"1012","1423","1723",,,,,,"2020-11-13 14:15:57.675936"
"1012","1429","1725",,,,,,"2020-11-13 14:15:57.697646"
"1012","1432","1727",,,,,,"2020-11-13 14:15:57.722673"
"1012","1436","1729",,,,,,"2020-11-13 14:15:57.743359"
"1012","1440","1735",,,,,,"2020-11-13 14:15:57.765079"
"1012","1446","1733",,,,,,"2020-11-13 14:15:57.790051"
"1012","1448","1734",,,,,,"2020-11-13 14:15:57.807714"
"1012","1451","1728",,,,,,"2020-11-13 14:15:57.828822"
"1012","1453","1737",,,,,,"2020-11-13 14:15:57.834503"
"1012","1456","1724",,,,,,"2020-11-13 14:15:57.853628"
"1012","1459","1734",,,,,,"2020-11-13 14:15:57.872173"
"1012","1466","1731",,,,,,"2020-11-13 14:15:57.897340"
"1012","1468","1729",,,,,,"2020-11-13 14:15:57.913903"
"1012","1470","1735",,,,,,"2020-11-13 14:15:57.919701"
"1012","1471","1731",,,,,,"2020-11-13 14:15:57.933361"
"1012","1475","1732",,,,,,"2020-11-13 14:15:57.955712"
"1012","1478","1731",,,,,,"2020-11-13 14:15:57.966978"
"1012","1480","1727",,,,,,"2020-11-13 14:15:57.976290"
"1012","1482","1734",,,,,,"2020-11-13 14:15:57.988730"
"1012","1483","1725",,,,,,"2020-11-13 14:15:57.995850"
"1012","1486","1724",,,,,,"2020-11-13 14:15:58.011498"
"1012","1487","1724",,,,,,"2020-11-13 14:15:58.017705"
"1012","1491","1735",,,,,,"2020-11-13 14:15:58.035839"
"1012","1494","1735",,,,,,"2020-11-13 14:15:58.054342"
"1012","1497","1729",,,,,,"2020-11-13 14:15:58.065835"
"1012","1499","1732",,,,,,"2020-11-13 14:15:58.075963"
"1012","1502","1727",,,,,,"2020-11-13 14:15:58.095087"
"1012","1506","1731",,,,,,"2020-11-13 14:15:58.117718"
"1012","1510","1730",,,,,,"2020-11-13 14:15:58.136625"
"1012","1512","1732",,,,,,"2020-11-13 14:15:58.144049"
"1012","1516","1728",,,,,,"2020-11-13 14:15:58.167061"
"1012","1519","1730",,,,,,"2020-11-13 14:15:58.181564"
"1012","1523","1728",,,,,,"2020-11-13 14:15:58.208674"
"1012","1524","1734",,,,,,"2020-11-13 14:15:58.215689"
"1012","1529","1737",,,,,,"2020-11-13 14:15:58.239381"
"1012","1533","1735",,,,,,"2020-11-13 14:15:58.262692"
"1012","1537","1725",,,,,,"2020-11-13 14:15:58.281705"
"1012","1541","1724",,,,,,"2020-11-13 14:15:58.300408"
"1012","1543","1736",,,,,,"2020-11-13 14:15:58.319356"
"1012","1546","1737",,,,,,"2020-11-13 14:15:58.325103"
"1012","1547","1725",,,,,,"2020-11-13 14:15:58.339404"
"1012","1550","1737",,,,,,"2020-11-13 14:15:58.347403"
"1012","1552","1736",,,,,,"2020-11-13 14:15:58.358480"
"1012","1554","1724",,,,,,"2020-11-13 14:15:58.369636"
"1012","1555","1732",,,,,,"2020-11-13 14:15:58.376685"
"1012","1557","1736",,,,,,"2020-11-13 14:15:58.381478"
"1012","1559","1736",,,,,,"2020-11-13 14:15:58.398955"
"1012","1563","1735",,,,,,"2020-11-13 14:15:58.418418"
"1012","1565","1730",,,,,,"2020-11-13 14:15:58.425250"
"1012","1567","1737",,,,,,"2020-11-13 14:15:58.437335"
"1012","1569","1723",,,,,,"2020-11-13 14:15:58.444568"
"1012","1570","1727",,,,,,"2020-11-13 14:15:58.456430"
"1012","1573","1723",,,,,,"2020-11-13 14:15:58.465585"
"1012","1577","1733",,,,,,"2020-11-13 14:15:58.484622"
"1012","1578","1733",,,,,,"2020-11-13 14:15:58.502011"
"1012","1581","1731",,,,,,"2020-11-13 14:15:58.508579"
"1012","1582","1734",,,,,,"2020-11-13 14:15:58.522270"
"1012","1585","1728",,,,,,"2020-11-13 14:15:58.529860"
"1012","1287","1723",,,,,,"2020-11-13 14:15:56.922582"
"1012","1289","1724",,,,,,"2020-11-13 14:15:56.936265"
"1012","1294","1728",,,,,,"2020-11-13 14:15:56.959532"
"1012","1296","1734",,,,,,"2020-11-13 14:15:56.969408"
"1012","1298","1728",,,,,,"2020-11-13 14:15:56.979225"
"1012","1300","1736",,,,,,"2020-11-13 14:15:56.988949"
"1012","1302","1729",,,,,,"2020-11-13 14:15:57.003960"
"1012","1310","1735",,,,,,"2020-11-13 14:15:57.046587"
"1012","1315","1725",,,,,,"2020-11-13 14:15:57.070066"
"1012","1317","1732",,,,,,"2020-11-13 14:15:57.089341"
"1012","1322","1737",,,,,,"2020-11-13 14:15:57.113536"
"1012","1327","1723",,,,,,"2020-11-13 14:15:57.135634"
"1012","1330","1735",,,,,,"2020-11-13 14:15:57.152944"
"1012","1332","1724",,,,,,"2020-11-13 14:15:57.172331"
"1012","1337","1731",,,,,,"2020-11-13 14:15:57.196053"
"1012","1340","1725",,,,,,"2020-11-13 14:15:57.214494"
"1012","1344","1736",,,,,,"2020-11-13 14:15:57.239262"
"1012","1348","1733",,,,,,"2020-11-13 14:15:57.268696"
"1012","1350","1724",,,,,,"2020-11-13 14:15:57.279885"
"1012","1354","1733",,,,,,"2020-11-13 14:15:57.299972"
"1012","1356","1725",,,,,,"2020-11-13 14:15:57.308967"
"1012","1359","1736",,,,,,"2020-11-13 14:15:57.331491"
"1012","1364","1726",,,,,,"2020-11-13 14:15:57.352737"
"1012","1366","1723",,,,,,"2020-11-13 14:15:57.368134"
"1012","1369","1733",,,,,,"2020-11-13 14:15:57.384985"
"1012","1371","1732",,,,,,"2020-11-13 14:15:57.390552"
"1012","1373","1724",,,,,,"2020-11-13 14:15:57.404874"
"1012","1375","1723",,,,,,"2020-11-13 14:15:57.410896"
"1012","1381","1737",,,,,,"2020-11-13 14:15:57.446985"
"1012","1383","1729",,,,,,"2020-11-13 14:15:57.454856"
"1012","1387","1735",,,,,,"2020-11-13 14:15:57.474653"
"1012","1399","1732",,,,,,"2020-11-13 14:15:57.537962"
"1012","1401","1730",,,,,,"2020-11-13 14:15:57.554902"
"1012","1405","1726",,,,,,"2020-11-13 14:15:57.574480"
"1012","1409","1735",,,,,,"2020-11-13 14:15:57.593074"
"1012","1416","1732",,,,,,"2020-11-13 14:15:57.632829"
"1012","1419","1732",,,,,,"2020-11-13 14:15:57.648504"
"1012","1421","1735",,,,,,"2020-11-13 14:15:57.653670"
"1012","1424","1724",,,,,,"2020-11-13 14:15:57.675803"
"1012","1430","1736",,,,,,"2020-11-13 14:15:57.700575"
"1012","1431","1729",,,,,,"2020-11-13 14:15:57.721672"
"1012","1437","1732",,,,,,"2020-11-13 14:15:57.743827"
"1012","1439","1725",,,,,,"2020-11-13 14:15:57.764487"
"1012","1444","1737",,,,,,"2020-11-13 14:15:57.787404"
"1012","1449","1725",,,,,,"2020-11-13 14:15:57.810557"
"1012","1454","1735",,,,,,"2020-11-13 14:15:57.835924"
"1012","1458","1723",,,,,,"2020-11-13 14:15:57.854940"
"1012","1462","1723",,,,,,"2020-11-13 14:15:57.876414"
"1012","1464","1725",,,,,,"2020-11-13 14:15:57.892084"
"1012","1467","1731",,,,,,"2020-11-13 14:15:57.913495"
"1012","1473","1729",,,,,,"2020-11-13 14:15:57.935896"
"1012","1481","1727",,,,,,"2020-11-13 14:15:57.976291"
"1012","1485","1727",,,,,,"2020-11-13 14:15:57.996379"
"1012","1488","1731",,,,,,"2020-11-13 14:15:58.017882"
"1012","1493","1725",,,,,,"2020-11-13 14:15:58.038950"
"1012","1496","1733",,,,,,"2020-11-13 14:15:58.054667"
"1012","1498","1737",,,,,,"2020-11-13 14:15:58.075810"
"1012","1504","1732",,,,,,"2020-11-13 14:15:58.098766"
"1012","1509","1725",,,,,,"2020-11-13 14:15:58.131064"
"1012","1513","1730",,,,,,"2020-11-13 14:15:58.152788"
"1012","1518","1735",,,,,,"2020-11-13 14:15:58.177923"
"1012","1522","1727",,,,,,"2020-11-13 14:15:58.198579"
"1012","1526","1730",,,,,,"2020-11-13 14:15:58.220767"
"1012","1528","1736",,,,,,"2020-11-13 14:15:58.236166"
"1012","1530","1728",,,,,,"2020-11-13 14:15:58.242174"
"1012","1532","1729",,,,,,"2020-11-13 14:15:58.255942"
"1012","1536","1732",,,,,,"2020-11-13 14:15:58.276038"
"1012","1539","1729",,,,,,"2020-11-13 14:15:58.296764"
"1012","1549","1736",,,,,,"2020-11-13 14:15:58.342953"
"1012","1551","1736",,,,,,"2020-11-13 14:15:58.357956"
"1012","1561","1734",,,,,,"2020-11-13 14:15:58.404133"
"1012","1571","1729",,,,,,"2020-11-13 14:15:58.456796"
"1012","1575","1735",,,,,,"2020-11-13 14:15:58.479454"
"1012","1579","1735",,,,,,"2020-11-13 14:15:58.502437"
"1012","1587","1734",,,,,,"2020-11-13 14:15:58.541161"
"1012","1589","1736",,,,,,"2020-11-13 14:15:58.766801"
"1012","1595","1736",,,,,,"2020-11-13 14:15:58.905673"
"1012","1598","1726",,,,,,"2020-11-13 14:15:58.931961"
"1012","1604","1735",,,,,,"2020-11-13 14:15:58.976349"
"1012","1607","1725",,,,,,"2020-11-13 14:15:58.997616"
"1012","1612","1725",,,,,,"2020-11-13 14:15:59.021871"
"1012","1615","1735",,,,,,"2020-11-13 14:15:59.045880"
"1012","1621","1734",,,,,,"2020-11-13 14:15:59.072157"
"1012","1628","1736",,,,,,"2020-11-13 14:15:59.113316"
"1012","1631","1735",,,,,,"2020-11-13 14:15:59.131606"
"1012","1639","1733",,,,,,"2020-11-13 14:15:59.177112"
"1012","1640","1729",,,,,,"2020-11-13 14:15:59.185701"
"1012","1642","1724",,,,,,"2020-11-13 14:15:59.198198"
"1012","1646","1728",,,,,,"2020-11-13 14:15:59.219765"
"1012","1648","1735",,,,,,"2020-11-13 14:15:59.230962"
"1012","1650","1731",,,,,,"2020-11-13 14:15:59.242397"
"1012","1654","1734",,,,,,"2020-11-13 14:15:59.269003"
"1012","1656","1723",,,,,,"2020-11-13 14:15:59.276370"
"1012","1658","1734",,,,,,"2020-11-13 14:15:59.289137"
"1012","1660","1727",,,,,,"2020-11-13 14:15:59.297074"
"1012","1663","1736",,,,,,"2020-11-13 14:15:59.315621"
"1012","1671","1729",,,,,,"2020-11-13 14:15:59.354903"
"1012","1674","1735",,,,,,"2020-11-13 14:15:59.375622"
"1012","1677","1723",,,,,,"2020-11-13 14:15:59.390977"
"1012","1679","1726",,,,,,"2020-11-13 14:15:59.399892"
"1012","1682","1728",,,,,,"2020-11-13 14:15:59.419754"
"1012","1689","1727",,,,,,"2020-11-13 14:15:59.459108"
"1012","1693","1723",,,,,,"2020-11-13 14:15:59.699030"
"1012","1696","1726",,,,,,"2020-11-13 14:15:59.720366"
"1012","1701","1726",,,,,,"2020-11-13 14:15:59.743927"
"1012","1705","1729",,,,,,"2020-11-13 14:15:59.765677"
"1012","1708","1723",,,,,,"2020-11-13 14:15:59.788170"
"1012","1712","1729",,,,,,"2020-11-13 14:15:59.810092"
"1012","1717","1732",,,,,,"2020-11-13 14:15:59.835687"
"1012","1719","1732",,,,,,"2020-11-13 14:15:59.851880"
"1012","1728","1734",,,,,,"2020-11-13 14:15:59.891773"
"1012","1732","1732",,,,,,"2020-11-13 14:15:59.912369"
"1012","1736","1737",,,,,,"2020-11-13 14:15:59.932552"
"1012","1740","1732",,,,,,"2020-11-13 14:15:59.953565"
"1012","1744","1730",,,,,,"2020-11-13 14:15:59.973096"
"1012","1749","1734",,,,,,"2020-11-13 14:16:00.000624"
"1012","1754","1736",,,,,,"2020-11-13 14:16:00.036328"
"1012","1758","1731",,,,,,"2020-11-13 14:16:00.054891"
"1012","1762","1732",,,,,,"2020-11-13 14:16:00.075901"
"1012","1775","1729",,,,,,"2020-11-13 14:16:00.151365"
"1012","1784","1734",,,,,,"2020-11-13 14:16:00.204744"
"1012","1789","1729",,,,,,"2020-11-13 14:16:00.230778"
"1012","1793","1728",,,,,,"2020-11-13 14:16:00.251900"
"1012","1794","1727",,,,,,"2020-11-13 14:16:00.261272"
"1012","1798","1729",,,,,,"2020-11-13 14:16:00.282066"
"1012","1801","1732",,,,,,"2020-11-13 14:16:00.292215"
"1012","1804","1736",,,,,,"2020-11-13 14:16:00.309702"
"1012","1811","1725",,,,,,"2020-11-13 14:16:00.347578"
"1012","1814","1728",,,,,,"2020-11-13 14:16:00.366162"
"1012","1823","1729",,,,,,"2020-11-13 14:16:00.409677"
"1012","1827","1725",,,,,,"2020-11-13 14:16:00.429753"
"1012","1829","1733",,,,,,"2020-11-13 14:16:00.441633"
"1012","1832","1723",,,,,,"2020-11-13 14:16:00.455882"
"1012","1835","1727",,,,,,"2020-11-13 14:16:00.475146"
"1012","1839","1727",,,,,,"2020-11-13 14:16:00.496646"
"1012","1863","1731",,,,,,"2020-11-13 14:16:00.620651"
"1012","1484","1735",,,,,,"2020-11-13 14:15:57.996076"
"1012","1489","1723",,,,,,"2020-11-13 14:15:58.018691"
"1012","1492","1727",,,,,,"2020-11-13 14:15:58.037177"
"1012","1495","1736",,,,,,"2020-11-13 14:15:58.054345"
"1012","1501","1725",,,,,,"2020-11-13 14:15:58.088165"
"1012","1503","1737",,,,,,"2020-11-13 14:15:58.096216"
"1012","1505","1734",,,,,,"2020-11-13 14:15:58.110986"
"1012","1507","1723",,,,,,"2020-11-13 14:15:58.117737"
"1012","1508","1726",,,,,,"2020-11-13 14:15:58.123196"
"1012","1511","1736",,,,,,"2020-11-13 14:15:58.137993"
"1012","1514","1734",,,,,,"2020-11-13 14:15:58.156731"
"1012","1517","1732",,,,,,"2020-11-13 14:15:58.174921"
"1012","1520","1736",,,,,,"2020-11-13 14:15:58.191082"
"1012","1521","1730",,,,,,"2020-11-13 14:15:58.197511"
"1012","1525","1737",,,,,,"2020-11-13 14:15:58.219617"
"1012","1527","1736",,,,,,"2020-11-13 14:15:58.231245"
"1012","1531","1730",,,,,,"2020-11-13 14:15:58.252297"
"1012","1534","1734",,,,,,"2020-11-13 14:15:58.264230"
"1012","1535","1730",,,,,,"2020-11-13 14:15:58.276165"
"1012","1538","1726",,,,,,"2020-11-13 14:15:58.284461"
"1012","1540","1733",,,,,,"2020-11-13 14:15:58.296750"
"1012","1542","1733",,,,,,"2020-11-13 14:15:58.304088"
"1012","1545","1737",,,,,,"2020-11-13 14:15:58.322426"
"1012","1548","1725",,,,,,"2020-11-13 14:15:58.339470"
"1012","1553","1736",,,,,,"2020-11-13 14:15:58.361580"
"1012","1556","1731",,,,,,"2020-11-13 14:15:58.379866"
"1012","1558","1731",,,,,,"2020-11-13 14:15:58.390635"
"1012","1560","1731",,,,,,"2020-11-13 14:15:58.401076"
"1012","1564","1732",,,,,,"2020-11-13 14:15:58.420118"
"1012","1566","1735",,,,,,"2020-11-13 14:15:58.435836"
"1012","1574","1729",,,,,,"2020-11-13 14:15:58.478032"
"1012","1584","1737",,,,,,"2020-11-13 14:15:58.523593"
"1012","1586","1723",,,,,,"2020-11-13 14:15:58.541103"
"1012","1592","1726",,,,,,"2020-11-13 14:15:58.772789"
"1012","1594","1735",,,,,,"2020-11-13 14:15:58.905220"
"1012","1597","1723",,,,,,"2020-11-13 14:15:58.926082"
"1012","1603","1729",,,,,,"2020-11-13 14:15:58.973967"
"1012","1606","1727",,,,,,"2020-11-13 14:15:58.994035"
"1012","1609","1730",,,,,,"2020-11-13 14:15:59.000010"
"1012","1611","1729",,,,,,"2020-11-13 14:15:59.018437"
"1012","1614","1737",,,,,,"2020-11-13 14:15:59.045000"
"1012","1618","1732",,,,,,"2020-11-13 14:15:59.069007"
"1012","1623","1725",,,,,,"2020-11-13 14:15:59.091118"
"1012","1627","1728",,,,,,"2020-11-13 14:15:59.111102"
"1012","1630","1734",,,,,,"2020-11-13 14:15:59.131417"
"1012","1633","1724",,,,,,"2020-11-13 14:15:59.143817"
"1012","1635","1734",,,,,,"2020-11-13 14:15:59.154620"
"1012","1636","1736",,,,,,"2020-11-13 14:15:59.163605"
"1012","1637","1735",,,,,,"2020-11-13 14:15:59.169681"
"1012","1641","1725",,,,,,"2020-11-13 14:15:59.194216"
"1012","1643","1728",,,,,,"2020-11-13 14:15:59.204045"
"1012","1652","1733",,,,,,"2020-11-13 14:15:59.252266"
"1012","1653","1729",,,,,,"2020-11-13 14:15:59.259659"
"1012","1659","1727",,,,,,"2020-11-13 14:15:59.295554"
"1012","1661","1727",,,,,,"2020-11-13 14:15:59.305937"
"1012","1662","1732",,,,,,"2020-11-13 14:15:59.311487"
"1012","1665","1725",,,,,,"2020-11-13 14:15:59.326256"
"1012","1675","1731",,,,,,"2020-11-13 14:15:59.378455"
"1012","1676","1724",,,,,,"2020-11-13 14:15:59.385913"
"1012","1680","1726",,,,,,"2020-11-13 14:15:59.405308"
"1012","1681","1725",,,,,,"2020-11-13 14:15:59.413156"
"1012","1683","1736",,,,,,"2020-11-13 14:15:59.420142"
"1012","1686","1725",,,,,,"2020-11-13 14:15:59.439545"
"1012","1688","1728",,,,,,"2020-11-13 14:15:59.445703"
"1012","1691","1734",,,,,,"2020-11-13 14:15:59.698942"
"1012","1695","1730",,,,,,"2020-11-13 14:15:59.721051"
"1012","1700","1727",,,,,,"2020-11-13 14:15:59.743496"
"1012","1703","1724",,,,,,"2020-11-13 14:15:59.763331"
"1012","1711","1732",,,,,,"2020-11-13 14:15:59.808801"
"1012","1716","1731",,,,,,"2020-11-13 14:15:59.833606"
"1012","1723","1728",,,,,,"2020-11-13 14:15:59.870564"
"1012","1725","1728",,,,,,"2020-11-13 14:15:59.874707"
"1012","1730","1730",,,,,,"2020-11-13 14:15:59.902940"
"1012","1731","1727",,,,,,"2020-11-13 14:15:59.910071"
"1012","1737","1731",,,,,,"2020-11-13 14:15:59.939180"
"1012","1738","1735",,,,,,"2020-11-13 14:15:59.944381"
"1012","1741","1724",,,,,,"2020-11-13 14:15:59.959679"
"1012","1748","1727",,,,,,"2020-11-13 14:15:59.999306"
"1012","1757","1730",,,,,,"2020-11-13 14:16:00.052808"
"1012","1759","1725",,,,,,"2020-11-13 14:16:00.062056"
