localcoursecode,schoolid,schoolyear,sectionidentifier,sessionname,sequenceofcourse,educationalenvironmentdescriptorid,mediumofinstructiondescriptorid,populationserveddescriptorid,availablecredits,availablecredittypedescriptorid,availablecreditconversion,instructionlanguagedescriptorid,locationschoolid,locationclassroomidentificationcode,officialattendanceperiod,sectionname,discriminator,createdate,lastmodifieddate,id,changeversion
"MUS-03","255901107","2011","25590110707Trad502MUS0312011","2010-2011 Fall Semester","1","810",,,"1.000",,,,"255901107","502",,,"NULL","2020-11-13 14:16:12.387344","2020-11-13 14:16:12.387101","176e4c0e-cddd-46c6-b81b-1031f222665b","12590"
"MUS-04","255901107","2011","25590110706Trad503MUS0412011","2010-2011 Fall Semester","1","810",,,"1.000",,,,"255901107","503",,,"NULL","2020-11-13 14:16:12.633994","2020-11-13 14:16:12.633820","45021b58-d506-46b5-b5cf-f862989dd085","12594"
"MUS-05","255901107","2011","25590110704Trad503MUS0512011","2010-2011 Fall Semester","1","810",,,"1.000",,,,"255901107","503",,,"NULL","2020-11-13 14:16:12.648003","2020-11-13 14:16:12.647826","eb1e91fd-8522-4672-accc-23c81663330d","12598"
"PE-02","255901107","2011","25590110706TradGYMWPE0212011","2010-2011 Fall Semester","1","810",,,"1.000",,,,"255901107","GYM-W",,,"NULL","2020-11-13 14:16:12.659867","2020-11-13 14:16:12.659710","e5eaf52a-58f2-4ce6-93e3-c829966920df","12602"
"PE-04","255901107","2011","25590110704TradGYMWPE0412011","2010-2011 Fall Semester","1","810",,,"1.000",,,,"255901107","GYM-W",,,"NULL","2020-11-13 14:16:12.674006","2020-11-13 14:16:12.673760","fd5d01ab-fa7d-417d-a04b-51a9659e5a9e","12608"
"SCI-01","255901107","2011","25590110703Trad103SCI0112011","2010-2011 Fall Semester","1","810",,,"1.000",,,,"255901107","103",,,"NULL","2020-11-13 14:16:12.684405","2020-11-13 14:16:12.684116","6d068919-82ee-4b57-801d-c0e6ebc95137","12609"
"SCI-02","255901107","2011","25590110704Trad105SCI0212011","2010-2011 Fall Semester","1","810",,,"1.000",,,,"255901107","105",,,"NULL","2020-11-13 14:16:12.700692","2020-11-13 14:16:12.700484","fb82df35-568a-4b78-9ea2-7616649f9d2d","12615"
"SCI-03","255901107","2011","25590110704Trad203SCI0312011","2010-2011 Fall Semester","1","810",,,"1.000",,,,"255901107","203",,,"NULL","2020-11-13 14:16:12.715137","2020-11-13 14:16:12.714964","d6a7c4ab-78ab-4565-8485-6aa8d8768623","12617"
"SS-08","255901044","2011","25590104407Trad113SS0712011","2010-2011 Fall Semester","1","810",,,"1.000",,,,"255901044","113","true",,"NULL","2020-11-13 14:16:11.945699","2020-11-13 14:16:11.945422","52e4161b-7d5d-4942-8d0e-ac5fbce808fc","12458"
"BAND-07","255901044","2011","25590104403Trad310BAND0722011","2010-2011 Spring Semester","1","810",,,"1.000",,,,"255901044","310","true",,"NULL","2020-11-13 14:16:11.960026","2020-11-13 14:16:11.959862","040adb5e-e06e-46f2-9930-141c95cea52c","12464"
"BAND-08","255901044","2011","25590104406Trad310BAND0822011","2010-2011 Spring Semester","1","810",,,"1.000",,,,"255901044","310","true",,"NULL","2020-11-13 14:16:11.972823","2020-11-13 14:16:11.972678","53c62fb7-3cb8-4464-8d7e-c2d1956d2c39","12468"
"ELA-07","255901044","2011","25590104403Trad111ELA0722011","2010-2011 Spring Semester","1","810",,,"1.000",,,,"255901044","111","true",,"NULL","2020-11-13 14:16:11.986769","2020-11-13 14:16:11.986627","e838f165-9ef4-4a9b-a0df-95123b1311cc","12472"
"ELA-08","255901044","2011","25590104407Trad111ELA0822011","2010-2011 Spring Semester","1","810",,,"1.000",,,,"255901044","111","true",,"NULL","2020-11-13 14:16:12.001502","2020-11-13 14:16:12.001361","23afab50-9a03-4c70-bcf9-e94dcf25da51","12476"
"HLTH-08","255901044","2011","25590104405Trad115HLTH0822011","2010-2011 Spring Semester","1","810",,,"1.000",,,,"255901044","115","true",,"NULL","2020-11-13 14:16:12.014637","2020-11-13 14:16:12.014459","ce0d6326-b9a0-4c62-9f3a-3218c465ad1a","12480"
"MATH-07","255901044","2011","25590104404Trad211MATH0722011","2010-2011 Spring Semester","1","810",,,"1.000",,,,"255901044","211","true",,"NULL","2020-11-13 14:16:12.027406","2020-11-13 14:16:12.027202","a8f7432b-17ae-4cdb-a472-67e18e31935c","12484"
"MATH-08","255901044","2011","25590104406Trad211MATH0822011","2010-2011 Spring Semester","1","810",,,"1.000",,,,"255901044","211","true",,"NULL","2020-11-13 14:16:12.039822","2020-11-13 14:16:12.039602","e22d4e97-1d7e-437e-9ee6-5e4216be24b6","12488"
"MUS-06","255901044","2011","25590104407Trad310MUS0622011","2010-2011 Spring Semester","1","810",,,"1.000",,,,"255901044","310","true",,"NULL","2020-11-13 14:16:12.052728","2020-11-13 14:16:12.052556","a2439e64-6558-468d-b958-a685b4636735","12492"
"PE-07","255901044","2011","25590104401TradGYMSPE0722011","2010-2011 Spring Semester","1","810",,,"1.000",,,,"255901044","GYM-S","true",,"NULL","2020-11-13 14:16:12.066102","2020-11-13 14:16:12.065970","a3dda202-5e19-4f89-bd18-912bfcf1f0b8","12496"
"PE-08","255901044","2011","25590104401TradGYMSPE0722011","2010-2011 Spring Semester","1","810",,,"1.000",,,,"255901044","GYM-S","true",,"NULL","2020-11-13 14:16:12.081158","2020-11-13 14:16:12.081008","238e865a-0ddc-467d-bd07-85bbd4228d0a","12499"
"SCI-06","255901044","2011","25590104404Trad212SCI0622011","2010-2011 Spring Semester","1","810",,,"1.000",,,,"255901044","212","true",,"NULL","2020-11-13 14:16:12.094256","2020-11-13 14:16:12.094063","d0450b03-34fe-4857-9432-e9a50d591489","12502"
"SCI-08","255901044","2011","25590104401Trad213SCI0822011","2010-2011 Spring Semester","1","810",,,"1.000",,,,"255901044","213","true",,"NULL","2020-11-13 14:16:12.108689","2020-11-13 14:16:12.108540","dd9d6918-ba2e-4284-8db9-996c7214234c","12508"
"SS-06","255901044","2011","25590104406Trad112SS0622011","2010-2011 Spring Semester","1","810",,,"1.000",,,,"255901044","112","true",,"NULL","2020-11-13 14:16:12.122696","2020-11-13 14:16:12.122471","12924e0c-1de7-44f1-9500-b8cd178f47e2","12512"
"SS-08","255901044","2011","25590104407Trad112SS0722011","2010-2011 Spring Semester","1","810",,,"1.000",,,,"255901044","113","true",,"NULL","2020-11-13 14:16:12.135501","2020-11-13 14:16:12.135329","681f74e9-6b0c-48e5-babc-474354d7f2ee","12516"
"ART-01","255901107","2011","25590110703Trad504ART0112011","2010-2011 Fall Semester","1","810",,,"1.000",,,,"255901107","504",,,"NULL","2020-11-13 14:16:12.148823","2020-11-13 14:16:12.148665","bb4dc162-c7de-4376-8052-ddb7b7f0b746","12520"
"ART-01","255901107","2011","25590110706Trad504ART0112011","2010-2011 Fall Semester","1","810",,,"1.000",,,,"255901107","504",,,"NULL","2020-11-13 14:16:12.160459","2020-11-13 14:16:12.160265","11f38afd-4d85-47e0-8842-047584986302","12523"
"ART-02","255901107","2011","25590110707Trad504ART0212011","2010-2011 Fall Semester","1","810",,,"1.000",,,,"255901107","504",,,"NULL","2020-11-13 14:16:12.173656","2020-11-13 14:16:12.173477","75bd844b-b2af-41b1-843d-2aaac875df8c","12527"
"ART-04","255901107","2011","25590110702Trad506ART0412011","2010-2011 Fall Semester","1","810",,,"1.000",,,,"255901107","506",,,"NULL","2020-11-13 14:16:12.187378","2020-11-13 14:16:12.187181","4dc5c449-4e06-4883-827e-ce40fa714eb2","12532"
"ART-05","255901107","2011","25590110701Trad506ART0512011","2010-2011 Fall Semester","1","810",,,"1.000",,,,"255901107","505",,,"NULL","2020-11-13 14:16:12.200500","2020-11-13 14:16:12.200358","37dccdec-6080-420c-8c20-5dc82c59e960","12536"
"ELA-01","255901107","2011","25590110701Trad101ELA0112011","2010-2011 Fall Semester","1","810",,,"1.000",,,,"255901107","101",,,"NULL","2020-11-13 14:16:12.214250","2020-11-13 14:16:12.214094","8de12aed-3c5a-4f42-916e-a70299e0d8eb","12540"
"ELA-02","255901107","2011","25590110701Trad105ELA0212011","2010-2011 Fall Semester","1","810",,,"1.000",,,,"255901107","105",,,"NULL","2020-11-13 14:16:12.227748","2020-11-13 14:16:12.227561","b2e9ddd1-fe2d-4bb0-b7f9-d44dcfd17c13","12544"
"ELA-03","255901107","2011","25590110701Trad201ELA0312011","2010-2011 Fall Semester","1","810",,,"1.000",,,,"255901107","201",,,"NULL","2020-11-13 14:16:12.240329","2020-11-13 14:16:12.240183","5bd16d0a-046d-400c-8e62-7662ebda7c3c","12548"
"ELA-03","255901107","2011","25590110701Trad204ELA0312011","2010-2011 Fall Semester","1","810",,,"1.000",,,,"255901107","204",,,"NULL","2020-11-13 14:16:12.252066","2020-11-13 14:16:12.251894","8bc97863-6f6b-4ccf-8934-2036d6b26807","12551"
"ELA-04","255901107","2011","25590110701Trad207ELA0412011","2010-2011 Fall Semester","1","810",,,"1.000",,,,"255901107","207",,,"NULL","2020-11-13 14:16:12.263607","2020-11-13 14:16:12.263418","ce89bd57-83d0-4bdc-a749-9131e96715d1","12554"
"MATH-01","255901107","2011","25590110702Trad102MATH0112011","2010-2011 Fall Semester","1","810",,,"1.000",,,,"255901107","102",,,"NULL","2020-11-13 14:16:12.276891","2020-11-13 14:16:12.276729","5652754c-888f-4171-b953-74ad04b02491","12559"
"MATH-02","255901107","2011","25590110702Trad106MATH0212011","2010-2011 Fall Semester","1","810",,,"1.000",,,,"255901107","106",,,"NULL","2020-11-13 14:16:12.291212","2020-11-13 14:16:12.291041","33ce424b-340f-4af8-9710-0fb2facb6d42","12563"
"MATH-03","255901107","2011","25590110702Trad203MATH0312011","2010-2011 Fall Semester","1","810",,,"1.000",,,,"255901107","203",,,"NULL","2020-11-13 14:16:12.304790","2020-11-13 14:16:12.304606","40195092-7b45-4c38-b35d-45ea8fb1e0cb","12568"
"MATH-04","255901107","2011","25590110702Trad206MATH0412011","2010-2011 Fall Semester","1","810",,,"1.000",,,,"255901107","206",,,"NULL","2020-11-13 14:16:12.318494","2020-11-13 14:16:12.318291","ad79a950-1b72-43d1-a78d-9989cc66bd59","12571"
"MATH-05","255901107","2011","25590110704Trad303MATH0512011","2010-2011 Fall Semester","1","810",,,"1.000",,,,"255901107","303",,,"NULL","2020-11-13 14:16:12.331970","2020-11-13 14:16:12.331808","c845f9fa-4b61-4b30-b559-121391df2f86","12576"
"MUS-01","255901107","2011","25590110703Trad501MUS0112011","2010-2011 Fall Semester","1","810",,,"1.000",,,,"255901107","501",,,"NULL","2020-11-13 14:16:12.346076","2020-11-13 14:16:12.345944","b659d1ba-0915-43c7-b805-104ddc953318","12579"
"MUS-02","255901107","2011","25590110704Trad502MUS0212011","2010-2011 Fall Semester","1","810",,,"1.000",,,,"255901107","502",,,"NULL","2020-11-13 14:16:12.360169","2020-11-13 14:16:12.360046","729e8b22-8f64-4d76-b70f-396910279e32","12583"
"MUS-03","255901107","2011","25590110703Trad502MUS0312011","2010-2011 Fall Semester","1","810",,,"1.000",,,,"255901107","502",,,"NULL","2020-11-13 14:16:12.374120","2020-11-13 14:16:12.373962","0503735f-b921-49c5-9598-9662492c8326","12588"
"MUS-04","255901107","2011","25590110703Trad503MUS0412011","2010-2011 Fall Semester","1","810",,,"1.000",,,,"255901107","503",,,"NULL","2020-11-13 14:16:12.388371","2020-11-13 14:16:12.388144","2c955bd1-283c-4a91-9090-561000eacd7d","12591"
"MUS-05","255901107","2011","25590110701Trad503MUS0512011","2010-2011 Fall Semester","1","810",,,"1.000",,,,"255901107","503",,,"NULL","2020-11-13 14:16:12.635379","2020-11-13 14:16:12.635226","24fb192f-123f-4756-876f-9869cb5ac60e","12596"
"PE-01","255901107","2011","25590110707TradGYMEPE0112011","2010-2011 Fall Semester","1","810",,,"1.000",,,,"255901107","GYM-E",,,"NULL","2020-11-13 14:16:12.648154","2020-11-13 14:16:12.647994","4d1832e9-b67c-4c5c-ac08-d56bdba395f7","12599"
"PE-03","255901107","2011","25590110705TradGYMWPE0312011","2010-2011 Fall Semester","1","810",,,"1.000",,,,"255901107","GYM-W",,,"NULL","2020-11-13 14:16:12.661110","2020-11-13 14:16:12.660996","39d5bde8-18f4-4408-bb9a-f15b73e82ed9","12604"
"PE-05","255901107","2011","25590110703TradGYMEPE0512011","2010-2011 Fall Semester","1","810",,,"1.000",,,,"255901107","GYM-E",,,"NULL","2020-11-13 14:16:12.673720","2020-11-13 14:16:12.673547","69060672-a3ff-4a5d-af52-c39a36e15372","12606"
"SCI-01","255901107","2011","25590110704Trad104SCI0112011","2010-2011 Fall Semester","1","810",,,"1.000",,,,"255901107","104",,,"NULL","2020-11-13 14:16:12.687152","2020-11-13 14:16:12.686960","d9cab08b-d854-4275-9368-8eb5a234bf79","12611"
"SCI-02","255901107","2011","25590110703Trad106SCI0212011","2010-2011 Fall Semester","1","810",,,"1.000",,,,"255901107","106",,,"NULL","2020-11-13 14:16:12.700100","2020-11-13 14:16:12.699821","e9137569-4830-4113-8236-742f9e6e2053","12613"
"SCI-04","255901107","2011","25590110705Trad206SCI0412011","2010-2011 Fall Semester","1","810",,,"1.000",,,,"255901107","206",,,"NULL","2020-11-13 14:16:12.737828","2020-11-13 14:16:12.737673","66c3b6ce-2cd1-4c81-87e7-2230724bc1a0","12623"
"SCI-05","255901107","2011","25590110706Trad303SCI0512011","2010-2011 Fall Semester","1","810",,,"1.000",,,,"255901107","303",,,"NULL","2020-11-13 14:16:12.751334","2020-11-13 14:16:12.751169","db4d2403-c4d8-4df8-8e66-2722d9d10318","12628"
"SS-02","255901107","2011","25590110705Trad105SS0212011","2010-2011 Fall Semester","1","810",,,"1.000",,,,"255901107","105",,,"NULL","2020-11-13 14:16:12.763402","2020-11-13 14:16:12.763150","84ca2521-bbe6-4df3-a102-6d7df0365900","12632"
"SS-03","255901107","2011","25590110706Trad203SS0312011","2010-2011 Fall Semester","1","810",,,"1.000",,,,"255901107","203",,,"NULL","2020-11-13 14:16:12.778764","2020-11-13 14:16:12.778583","c8746f2e-43f2-419d-9489-b91efc1158c8","12637"
"SS-04","255901107","2011","25590110706Trad205SS0412011","2010-2011 Fall Semester","1","810",,,"1.000",,,,"255901107","205",,,"NULL","2020-11-13 14:16:12.791353","2020-11-13 14:16:12.791212","ad3e4163-b5c6-4b31-92ca-70c584683631","12641"
"MATH-03","255901107","2011","25590110702Trad201MATH0312011","2010-2011 Fall Semester","1","810",,,"1.000",,,,"255901107","201",,,"NULL","2020-11-13 14:16:12.304726","2020-11-13 14:16:12.304416","e48a3209-ed61-4754-9e6b-0d42fb97a47d","12567"
"MATH-04","255901107","2011","25590110702Trad207MATH0412011","2010-2011 Fall Semester","1","810",,,"1.000",,,,"255901107","207",,,"NULL","2020-11-13 14:16:12.318946","2020-11-13 14:16:12.318811","e304d5ac-92c2-4e35-9b8e-2a58195fd02c","12572"
"MATH-05","255901107","2011","25590110705Trad301MATH0512011","2010-2011 Fall Semester","1","810",,,"1.000",,,,"255901107","301",,,"NULL","2020-11-13 14:16:12.331972","2020-11-13 14:16:12.331817","bfc7c5ad-6211-4aaf-b9a3-41be1c693b89","12575"
"MUS-01","255901107","2011","25590110704Trad501MUS0112011","2010-2011 Fall Semester","1","810",,,"1.000",,,,"255901107","501",,,"NULL","2020-11-13 14:16:12.348277","2020-11-13 14:16:12.348133","b9a6610f-6282-400f-842a-71addcf281ae","12580"
"MUS-02","255901107","2011","25590110702Trad501MUS0212011","2010-2011 Fall Semester","1","810",,,"1.000",,,,"255901107","501",,,"NULL","2020-11-13 14:16:12.360169","2020-11-13 14:16:12.359909","1fb75b95-125e-4d48-bc9e-f0794e2dacf4","12584"
"MUS-03","255901107","2011","25590110702Trad502MUS0312011","2010-2011 Fall Semester","1","810",,,"1.000",,,,"255901107","502",,,"NULL","2020-11-13 14:16:12.373528","2020-11-13 14:16:12.373285","49affb58-5357-444b-8281-5a08e7c5e3b6","12587"
"MUS-04","255901107","2011","25590110705Trad503MUS0412011","2010-2011 Fall Semester","1","810",,,"1.000",,,,"255901107","503",,,"NULL","2020-11-13 14:16:12.388761","2020-11-13 14:16:12.388599","ebf3ff2a-c79f-48e2-9439-d0a4ef49a1e4","12592"
"MUS-04","255901107","2011","25590110707Trad503MUS0412011","2010-2011 Fall Semester","1","810",,,"1.000",,,,"255901107","503",,,"NULL","2020-11-13 14:16:12.635381","2020-11-13 14:16:12.635250","347f6754-cfcd-41a2-98f8-6ea402ccd018","12595"
"PE-01","255901107","2011","25590110707TradGYMWPE0112011","2010-2011 Fall Semester","1","810",,,"1.000",,,,"255901107","GYM-W",,,"NULL","2020-11-13 14:16:12.649238","2020-11-13 14:16:12.649071","644b4223-3343-44e0-b7f1-ef3325939246","12600"
"PE-03","255901107","2011","25590110705TradGYMEPE0312011","2010-2011 Fall Semester","1","810",,,"1.000",,,,"255901107","GYM-E",,,"NULL","2020-11-13 14:16:12.660947","2020-11-13 14:16:12.660715","6b80bced-618d-4ca1-8237-aae73df5214c","12603"
"PE-05","255901107","2011","25590110703TradGYMWPE0512011","2010-2011 Fall Semester","1","810",,,"1.000",,,,"255901107","GYM-W",,,"NULL","2020-11-13 14:16:12.673968","2020-11-13 14:16:12.673820","a824a4e5-92a3-4a0c-94e8-5c04873c1411","12607"
"SCI-01","255901107","2011","25590110704Trad102SCI0112011","2010-2011 Fall Semester","1","810",,,"1.000",,,,"255901107","102",,,"NULL","2020-11-13 14:16:12.687956","2020-11-13 14:16:12.687765","c7e4b453-34c4-4824-a31b-166486eb48d4","12612"
"SCI-02","255901107","2011","25590110703Trad108SCI0212011","2010-2011 Fall Semester","1","810",,,"1.000",,,,"255901107","108",,,"NULL","2020-11-13 14:16:12.700709","2020-11-13 14:16:12.700570","503082d4-8ee1-4461-88af-9dc935155e95","12616"
"SCI-03","255901107","2011","25590110704Trad204SCI0312011","2010-2011 Fall Semester","1","810",,,"1.000",,,,"255901107","204",,,"NULL","2020-11-13 14:16:12.718062","2020-11-13 14:16:12.717859","cefb57ac-455f-4a67-8a72-02680e45e122","12619"
"SCI-04","255901107","2011","25590110705Trad208SCI0412011","2010-2011 Fall Semester","1","810",,,"1.000",,,,"255901107","208",,,"NULL","2020-11-13 14:16:12.737911","2020-11-13 14:16:12.737715","131b1e21-06e9-4955-b5b1-5e6adc465218","12624"
"SS-01","255901107","2011","25590110705Trad104SS0112011","2010-2011 Fall Semester","1","810",,,"1.000",,,,"255901107","104",,,"NULL","2020-11-13 14:16:12.751541","2020-11-13 14:16:12.751389","efeba49d-8a1e-40f1-9e7b-a294a218e056","12629"
"SS-02","255901107","2011","25590110705Trad106SS0212011","2010-2011 Fall Semester","1","810",,,"1.000",,,,"255901107","106",,,"NULL","2020-11-13 14:16:12.764139","2020-11-13 14:16:12.764033","b9cd379a-3199-4174-94d2-495b8a14d995","12633"
"SS-02","255901107","2011","25590110707Trad107SS0212011","2010-2011 Fall Semester","1","810",,,"1.000",,,,"255901107","107",,,"NULL","2020-11-13 14:16:12.773844","2020-11-13 14:16:12.773593","f46d02ce-2b2b-40c2-8ebc-ac4a439675e7","12634"
"SS-03","255901107","2011","25590110707Trad201SS0312011","2010-2011 Fall Semester","1","810",,,"1.000",,,,"255901107","201",,,"NULL","2020-11-13 14:16:12.787043","2020-11-13 14:16:12.786817","363a0762-0167-4681-811c-e0b16d210e9c","12638"
"SS-04","255901107","2011","25590110707Trad206SS0412011","2010-2011 Fall Semester","1","810",,,"1.000",,,,"255901107","206",,,"NULL","2020-11-13 14:16:12.799936","2020-11-13 14:16:12.799619","1addd836-2ecb-4fc2-88d5-1c62a8962584","12642"
"ART-01","255901107","2011","25590110703Trad504ART0122011","2010-2011 Spring Semester","1","810",,,"1.000",,,,"255901107","504",,,"NULL","2020-11-13 14:16:12.815454","2020-11-13 14:16:12.815327","6ee63995-8330-4162-a39b-440f92440ee3","12649"
"ART-02","255901107","2011","25590110704Trad505ART0222011","2010-2011 Spring Semester","1","810",,,"1.000",,,,"255901107","505",,,"NULL","2020-11-13 14:16:12.827518","2020-11-13 14:16:12.827389","8a3325b6-90ae-485d-82eb-9065eac2e390","12653"
"ART-03","255901107","2011","25590110702Trad505ART0322011","2010-2011 Spring Semester","1","810",,,"1.000",,,,"255901107","505",,,"NULL","2020-11-13 14:16:12.840504","2020-11-13 14:16:12.840350","7c6e1e7d-06fd-4462-b216-63512e66a3a9","12657"
"ART-04","255901107","2011","25590110703Trad506ART0422011","2010-2011 Spring Semester","1","810",,,"1.000",,,,"255901107","506",,,"NULL","2020-11-13 14:16:12.854513","2020-11-13 14:16:12.854362","5df67cde-cba6-49d1-b562-9789fe68b0a4","12661"
"ART-05","255901107","2011","25590110704Trad506ART0522011","2010-2011 Spring Semester","1","810",,,"1.000",,,,"255901107","506",,,"NULL","2020-11-13 14:16:12.876720","2020-11-13 14:16:12.876563","749a96dd-8b3d-4930-9065-7531d11bb890","12666"
"ELA-01","255901107","2011","25590110701Trad103ELA0122011","2010-2011 Spring Semester","1","810",,,"1.000",,,,"255901107","103",,,"NULL","2020-11-13 14:16:13.112821","2020-11-13 14:16:13.112593","b5d7044e-5fc2-4e34-b3c4-865669241152","12670"
"ELA-02","255901107","2011","25590110701Trad107ELA0222011","2010-2011 Spring Semester","1","810",,,"1.000",,,,"255901107","107",,,"NULL","2020-11-13 14:16:13.127166","2020-11-13 14:16:13.127062","084e61ca-cb12-4b19-94fe-f43e72107846","12674"
"ELA-02","255901107","2011","25590110701Trad108ELA0222011","2010-2011 Spring Semester","1","810",,,"1.000",,,,"255901107","108",,,"NULL","2020-11-13 14:16:13.137362","2020-11-13 14:16:13.137091","ed4dc8ff-629a-4341-8632-e7b7210a3c95","12675"
"ELA-03","255901107","2011","25590110701Trad204ELA0322011","2010-2011 Spring Semester","1","810",,,"1.000",,,,"255901107","204",,,"NULL","2020-11-13 14:16:13.151454","2020-11-13 14:16:13.151115","baba6db1-05de-43a2-9761-112b040d13a8","12679"
"ELA-05","255901107","2011","25590110702Trad303ELA0522011","2010-2011 Spring Semester","1","810",,,"1.000",,,,"255901107","303",,,"NULL","2020-11-13 14:16:13.169924","2020-11-13 14:16:13.169789","4ecabd84-a801-4690-9e5c-0fcb0eb4c71e","12686"
"MATH-01","255901107","2011","25590110702Trad104MATH0122011","2010-2011 Spring Semester","1","810",,,"1.000",,,,"255901107","104",,,"NULL","2020-11-13 14:16:13.184411","2020-11-13 14:16:13.184245","4a701783-4140-4c0e-8f5a-849862bc7c22","12689"
"MATH-02","255901107","2011","25590110702Trad107MATH0222011","2010-2011 Spring Semester","1","810",,,"1.000",,,,"255901107","107",,,"NULL","2020-11-13 14:16:13.196983","2020-11-13 14:16:13.196768","249357f8-9ab0-4b79-93a0-907eb54d0816","12692"
"MATH-05","255901107","2011","25590110705Trad301MATH0522011","2010-2011 Spring Semester","1","810",,,"1.000",,,,"255901107","301",,,"NULL","2020-11-13 14:16:13.242892","2020-11-13 14:16:13.242748","65f450dd-9506-49f1-8694-29085079129d","12704"
"MUS-02","255901107","2011","25590110707Trad501MUS0222011","2010-2011 Spring Semester","1","810",,,"1.000",,,,"255901107","501",,,"NULL","2020-11-13 14:16:13.271995","2020-11-13 14:16:13.271879","b9a5484d-5992-410a-b6be-837a54392b37","12714"
"MUS-03","255901107","2011","25590110706Trad502MUS0322011","2010-2011 Spring Semester","1","810",,,"1.000",,,,"255901107","502",,,"NULL","2020-11-13 14:16:13.284375","2020-11-13 14:16:13.284241","f4852529-3e6e-4d17-bac8-9d84ebb437f7","12718"
"MUS-04","255901107","2011","25590110705Trad503MUS0422011","2010-2011 Spring Semester","1","810",,,"1.000",,,,"255901107","503",,,"NULL","2020-11-13 14:16:13.298378","2020-11-13 14:16:13.298192","6945bfd2-8da5-4e66-9389-069a5a60b6ae","12721"
"MUS-05","255901107","2011","25590110704Trad503MUS0522011","2010-2011 Spring Semester","1","810",,,"1.000",,,,"255901107","503",,,"NULL","2020-11-13 14:16:13.312665","2020-11-13 14:16:13.312462","4324eab6-8128-4ad1-b4bd-35cc27fbcaf6","12726"
"PE-02","255901107","2011","25590110706TradGYMWPE0222011","2010-2011 Spring Semester","1","810",,,"1.000",,,,"255901107","GYM-W",,,"NULL","2020-11-13 14:16:13.324353","2020-11-13 14:16:13.324200","2010e24d-7bac-44a9-8329-e405ead23ef8","12730"
"PE-04","255901107","2011","25590110704TradGYMWPE0422011","2010-2011 Spring Semester","1","810",,,"1.000",,,,"255901107","GYM-W",,,"NULL","2020-11-13 14:16:13.337055","2020-11-13 14:16:13.336927","c2e12309-0ee0-4b6b-9ed3-379d5340947b","12734"
"SCI-01","255901107","2011","25590110704Trad101SCI0122011","2010-2011 Spring Semester","1","810",,,"1.000",,,,"255901107","101",,,"NULL","2020-11-13 14:16:13.350099","2020-11-13 14:16:13.349937","55422278-f681-49d4-bc37-72575d97f377","12738"
"SCI-01","255901107","2011","25590110704Trad104SCI0122011","2010-2011 Spring Semester","1","810",,,"1.000",,,,"255901107","104",,,"NULL","2020-11-13 14:16:13.365102","2020-11-13 14:16:13.364898","986441f1-2ad8-4845-a4d2-3343714b923d","12741"
"SCI-03","255901107","2011","25590110704Trad202SCI0322011","2010-2011 Spring Semester","1","810",,,"1.000",,,,"255901107","202",,,"NULL","2020-11-13 14:16:13.379264","2020-11-13 14:16:13.379139","1f037d95-2a09-41e5-9e9a-bbbef6e3402b","12745"
"SCI-04","255901107","2011","25590110705Trad205SCI0422011","2010-2011 Spring Semester","1","810",,,"1.000",,,,"255901107","205",,,"NULL","2020-11-13 14:16:13.391726","2020-11-13 14:16:13.391538","b7cf4037-4022-4531-9bf1-b9300f93d831","12750"
"SCI-05","255901107","2011","25590110706Trad302SCI0522011","2010-2011 Spring Semester","1","810",,,"1.000",,,,"255901107","302",,,"NULL","2020-11-13 14:16:13.405502","2020-11-13 14:16:13.405388","b8aaa3cf-95d5-4faa-8da7-8f83466e717f","12754"
"SS-01","255901107","2011","25590110706Trad102SS0122011","2010-2011 Spring Semester","1","810",,,"1.000",,,,"255901107","102",,,"NULL","2020-11-13 14:16:13.419704","2020-11-13 14:16:13.419545","a1f7b631-61aa-41a7-963c-11b00179be8d","12758"
"MUS-03","255901107","2011","25590110706Trad502MUS0312011","2010-2011 Fall Semester","1","810",,,"1.000",,,,"255901107","502",,,"NULL","2020-11-13 14:16:12.386379","2020-11-13 14:16:12.386073","f129ded7-053f-4ff4-9b17-336181c6b809","12589"
"MUS-05","255901107","2011","25590110701Trad502MUS0512011","2010-2011 Fall Semester","1","810",,,"1.000",,,,"255901107","502",,,"NULL","2020-11-13 14:16:12.633906","2020-11-13 14:16:12.633728","35a4b5b6-f869-41ee-8660-1cd81a8af0a4","12593"
"MUS-05","255901107","2011","25590110702Trad503MUS0512011","2010-2011 Fall Semester","1","810",,,"1.000",,,,"255901107","503",,,"NULL","2020-11-13 14:16:12.646896","2020-11-13 14:16:12.646577","4ffc4fd5-0884-4d1e-ac9a-e0064f041f2a","12597"
"PE-02","255901107","2011","25590110706TradGYMEPE0212011","2010-2011 Fall Semester","1","810",,,"1.000",,,,"255901107","GYM-E",,,"NULL","2020-11-13 14:16:12.659536","2020-11-13 14:16:12.659378","6b09a340-a76b-4041-997d-9fed9442b315","12601"
"PE-04","255901107","2011","25590110704TradGYMEPE0412011","2010-2011 Fall Semester","1","810",,,"1.000",,,,"255901107","GYM-E",,,"NULL","2020-11-13 14:16:12.672022","2020-11-13 14:16:12.671849","e3870e4a-b352-4b64-8703-f03b1e790062","12605"
"SCI-01","255901107","2011","25590110704Trad101SCI0112011","2010-2011 Fall Semester","1","810",,,"1.000",,,,"255901107","101",,,"NULL","2020-11-13 14:16:12.684779","2020-11-13 14:16:12.684625","f2206019-c152-433f-ba3d-c5d507a4ff55","12610"
