descriptorid,namespace,codevalue,shortdescription,description,priordescriptorid,effectivebegindate,effectiveenddate,createdate,lastmodifieddate,id,changeversion
"2401","uri://ed-fi.org/TribalAffiliationDescriptor","Augustine","Augustine","Augustine Band of Cahuilla Indians, California",,,,"2020-11-13 14:15:07.533896","2020-11-13 14:15:07.533842","4d4fcaee-f27a-4b0f-9a6e-347d97d731cf","2461"
"2405","uri://ed-fi.org/TribalAffiliationDescriptor","Beaver","Beaver","Beaver Village",,,,"2020-11-13 14:15:07.550724","2020-11-13 14:15:07.550646","f037460e-1d2e-4a04-81b3-f3505f683673","2465"
"2411","uri://ed-fi.org/TribalAffiliationDescriptor","Big Pine","Big Pine","Big Pine Paiute Tribe of the Owens Valley",,,,"2020-11-13 14:15:07.558353","2020-11-13 14:15:07.558317","5e8ba8fc-a018-4f12-8bbd-77f8aa60343f","2471"
"2413","uri://ed-fi.org/TribalAffiliationDescriptor","Big Valley Rancheria","Big Valley Rancheria","Big Valley Band of Pomo Indians of the Big Valley Rancheria, California",,,,"2020-11-13 14:15:07.564440","2020-11-13 14:15:07.564385","22bf96ec-c035-480f-ba3c-d4ff14a7101f","2473"
"2417","uri://ed-fi.org/TribalAffiliationDescriptor","Blackfeet","Blackfeet","Blackfeet Tribe of the Blackfeet Indian Reservation of MT",,,,"2020-11-13 14:15:07.571920","2020-11-13 14:15:07.571889","39cd8e33-78da-4a04-b217-18ca3c3eb0ad","2477"
"2420","uri://ed-fi.org/TribalAffiliationDescriptor","Brevig Mission","Brevig Mission","Native Village of Brevig Mission",,,,"2020-11-13 14:15:07.576610","2020-11-13 14:15:07.576567","270eb45f-205c-4f4f-8224-c93ec3f10721","2480"
"2422","uri://ed-fi.org/TribalAffiliationDescriptor","Buena Vista Rancheria","Buena Vista Rancheria","Buena Vista Rancheria of Me-wuk Indians of California",,,,"2020-11-13 14:15:07.579924","2020-11-13 14:15:07.579887","4cd38d02-a629-4415-a360-f57ead6c36d8","2482"
"2425","uri://ed-fi.org/TribalAffiliationDescriptor","Cabazon","Cabazon","Cabazon Band of Mission Indians, California",,,,"2020-11-13 14:15:07.584242","2020-11-13 14:15:07.584147","1f1397ce-683e-4430-aa02-50a95e78696f","2485"
"2429","uri://ed-fi.org/TribalAffiliationDescriptor","Cahuilla","Cahuilla","Cahuilla Band of Mission Indians of the Cahuilla Reservation, California",,,,"2020-11-13 14:15:07.590403","2020-11-13 14:15:07.590333","27b5390e-ff13-49e2-9e02-3c1ffa831730","2489"
"2433","uri://ed-fi.org/TribalAffiliationDescriptor","Capitan Grande","Capitan Grande","Capitan Grande Band of Diegueno Mission Indians of California (Barona Group of Capitan Grande Band of Mission Indians of the Barona Reservation, California)",,,,"2020-11-13 14:15:07.596066","2020-11-13 14:15:07.596023","ab5d3847-8d46-48e8-85d1-53b4d7b191c9","2493"
"2436","uri://ed-fi.org/TribalAffiliationDescriptor","Cedarville","Cedarville","Cedarville Rancheria, California",,,,"2020-11-13 14:15:07.601903","2020-11-13 14:15:07.601873","fad05db6-92a0-44f6-939e-c0902935ec34","2496"
"2439","uri://ed-fi.org/TribalAffiliationDescriptor","Chefornak","Chefornak","Village of Chefornak",,,,"2020-11-13 14:15:07.606959","2020-11-13 14:15:07.606871","d15e2b6a-2896-4cc9-acc3-23d134231ce2","2499"
"2441","uri://ed-fi.org/TribalAffiliationDescriptor","Chemehuevi","Chemehuevi","Chemehuevi Indian Tribe of the Chemehuevi Reservation, California",,,,"2020-11-13 14:15:07.610428","2020-11-13 14:15:07.610396","1d0780d8-c729-4231-8411-0a99a58bc822","2501"
"2445","uri://ed-fi.org/TribalAffiliationDescriptor","Chevak","Chevak","Chevak Native Village",,,,"2020-11-13 14:15:07.618325","2020-11-13 14:15:07.618287","395e0c15-81c3-43d5-8050-5f417437b125","2505"
"2449","uri://ed-fi.org/TribalAffiliationDescriptor","Chickaloon","Chickaloon","Chickaloon Native Village",,,,"2020-11-13 14:15:07.627052","2020-11-13 14:15:07.627022","7b802bcd-d6e8-402f-a3ae-db086cea3179","2509"
"2453","uri://ed-fi.org/TribalAffiliationDescriptor","Chignik Lagoon","Chignik Lagoon","Native Village of Chignik Lagoon",,,,"2020-11-13 14:15:07.632305","2020-11-13 14:15:07.632278","72f7419e-ef4f-4069-8610-a7070e7a3966","2513"
"2455","uri://ed-fi.org/TribalAffiliationDescriptor","Chilkoot","Chilkoot","Chilkoot Indian Association (Haines)",,,,"2020-11-13 14:15:07.637934","2020-11-13 14:15:07.637895","e1d9fc0a-5fc6-4b8b-82a8-9bbd0385ecf1","2515"
"2457","uri://ed-fi.org/TribalAffiliationDescriptor","Chinik","Chinik","Chinik Eskimo Community (Golovin)",,,,"2020-11-13 14:15:07.641287","2020-11-13 14:15:07.641239","610df471-d7ea-4dea-b091-93d018d52145","2517"
"2459","uri://ed-fi.org/TribalAffiliationDescriptor","Chitimacha","Chitimacha","Chitimacha Tribe of Louisiana",,,,"2020-11-13 14:15:07.644495","2020-11-13 14:15:07.644285","aa18e972-0bdc-480a-bd88-67297def449f","2519"
"2462","uri://ed-fi.org/TribalAffiliationDescriptor","Chuathbaluk","Chuathbaluk","Native Village of Chuathbaluk (Russian Mission, Kuskokwim)",,,,"2020-11-13 14:15:07.648859","2020-11-13 14:15:07.648843","20972b80-6799-4cd9-99a5-8d34640b790f","2522"
"2463","uri://ed-fi.org/TribalAffiliationDescriptor","Chuloonawick","Chuloonawick","Chuloonawick Native Village",,,,"2020-11-13 14:15:07.652361","2020-11-13 14:15:07.652261","ed26e3cc-7fa6-49fd-99fe-89fd40be6afa","2523"
"2465","uri://ed-fi.org/TribalAffiliationDescriptor","Clark's Point","Clark's Point","Village of Clarks Point",,,,"2020-11-13 14:15:07.655562","2020-11-13 14:15:07.655527","0ede7e3e-d16c-46ab-ad7b-d6d56b960818","2525"
"2468","uri://ed-fi.org/TribalAffiliationDescriptor","Cocopah","Cocopah","Cocopah Tribe of Arizona",,,,"2020-11-13 14:15:07.661292","2020-11-13 14:15:07.660868","f3be62b4-8ab5-4a22-84dd-c1a48fc85ec8","2528"
"2473","uri://ed-fi.org/TribalAffiliationDescriptor","Confederated Colville","Confederated Colville","Confederated Tribes of the Colville Reservation",,,,"2020-11-13 14:15:07.668849","2020-11-13 14:15:07.668717","fc03c93e-678c-4168-9ecc-1666ad73036c","2533"
"2479","uri://ed-fi.org/TribalAffiliationDescriptor","Cortina","Cortina","Kletsel Dehe Band of Wintun Indians",,,,"2020-11-13 14:15:07.680032","2020-11-13 14:15:07.680004","18bc4f3f-7622-42a3-be33-5eef85298230","2539"
"2482","uri://ed-fi.org/TribalAffiliationDescriptor","Coushatta","Coushatta","Coushatta Tribe of Louisiana",,,,"2020-11-13 14:15:07.682662","2020-11-13 14:15:07.682625","ace6ed9c-4501-41a4-805e-ea8e52fe11e9","2542"
"2485","uri://ed-fi.org/TribalAffiliationDescriptor","Craig","Craig","Craig Tribal Association",,,,"2020-11-13 14:15:07.687946","2020-11-13 14:15:07.687851","7278668c-1fe8-4ccc-94a7-9a2647147705","2545"
"2368","uri://ed-fi.org/TribalAffiliationDescriptor","Absentee-Shawnee","Absentee-Shawnee","Absentee-Shawnee Tribe of Indians of Oklahoma",,,,"2020-11-13 14:15:07.218714","2020-11-13 14:15:07.217481","616dc2c2-00f6-4580-8da8-e254d7fdf89b","2428"
"2372","uri://ed-fi.org/TribalAffiliationDescriptor","Ak Chin","Ak Chin","Ak-Chin Indian Community of the Maricopa (Ak Chin) Indian Reservation, Arizona",,,,"2020-11-13 14:15:07.231560","2020-11-13 14:15:07.231376","32036b2f-50be-4e5d-88f6-2a44105d45bc","2432"
"2376","uri://ed-fi.org/TribalAffiliationDescriptor","Alabama-Coushatta","Alabama-Coushatta","Alabama-Coushatta Tribe of Texas",,,,"2020-11-13 14:15:07.241893","2020-11-13 14:15:07.241689","5df2b63c-136a-448b-8df3-a58c1be4bc8b","2436"
"2379","uri://ed-fi.org/TribalAffiliationDescriptor","Alatna","Alatna","Alatna Village",,,,"2020-11-13 14:15:07.248143","2020-11-13 14:15:07.248113","760b39cd-f2d6-4c21-a0f8-b5bc33736db4","2439"
"2387","uri://ed-fi.org/TribalAffiliationDescriptor","Andreafski","Andreafski","Yupiit of Andreafski",,,,"2020-11-13 14:15:07.260884","2020-11-13 14:15:07.260846","85bd5e45-e6d6-4acd-8e5c-64a617be9174","2447"
"2390","uri://ed-fi.org/TribalAffiliationDescriptor","Anvik","Anvik","Anvik Village",,,,"2020-11-13 14:15:07.268030","2020-11-13 14:15:07.267990","4743fa08-e8a5-40d7-b362-c1bc81cdb7ed","2450"
"2393","uri://ed-fi.org/TribalAffiliationDescriptor","Aroostok","Aroostok","Aroostook Band of Micmacs",,,,"2020-11-13 14:15:07.277884","2020-11-13 14:15:07.277818","b3a84d48-13e1-4741-ad7b-9b5d88ba3190","2453"
"2396","uri://ed-fi.org/TribalAffiliationDescriptor","Assiniboine and Gros Ventre Tribes","Assiniboine and Gros Ventre Tribes","Fort Belknap Indian Community",,,,"2020-11-13 14:15:07.283121","2020-11-13 14:15:07.283082","37477add-11f4-48e5-9505-3e56374daf42","2456"
"2402","uri://ed-fi.org/TribalAffiliationDescriptor","Bad River Band","Bad River Band","Bad River Band of Lake Superior Tribe of Chippewa Indians",,,,"2020-11-13 14:15:07.534176","2020-11-13 14:15:07.534115","9433e34d-cd5d-4d10-9d2a-c851def14659","2462"
"2404","uri://ed-fi.org/TribalAffiliationDescriptor","Bay Mills","Bay Mills","Bay Mills Indian Community, Michigan",,,,"2020-11-13 14:15:07.549867","2020-11-13 14:15:07.549821","3b45555b-0e8e-4607-964e-3b501105a488","2464"
"2407","uri://ed-fi.org/TribalAffiliationDescriptor","Belkofski","Belkofski","Native Village of Belkofski",,,,"2020-11-13 14:15:07.552293","2020-11-13 14:15:07.552271","43e229ed-703f-4a24-a051-d9a488b5a6e0","2467"
"2409","uri://ed-fi.org/TribalAffiliationDescriptor","Berry Creek","Berry Creek","Berry Creek Rancheria of Maidu Indians of California",,,,"2020-11-13 14:15:07.557520","2020-11-13 14:15:07.557486","5e55ec38-6182-4450-bb4d-2f986211d43f","2469"
"2415","uri://ed-fi.org/TribalAffiliationDescriptor","Birch Creek","Birch Creek","Birch Creek Tribe",,,,"2020-11-13 14:15:07.565908","2020-11-13 14:15:07.565878","bcdaac55-b8e6-4e62-ad1c-b4efcea51c24","2475"
"2418","uri://ed-fi.org/TribalAffiliationDescriptor","Blue Lake","Blue Lake","Blue Lake Rancheria, California",,,,"2020-11-13 14:15:07.572820","2020-11-13 14:15:07.572778","8114c159-059c-4414-861f-ccb5780adbf5","2478"
"2423","uri://ed-fi.org/TribalAffiliationDescriptor","Buckland","Buckland","Native Village of Buckland",,,,"2020-11-13 14:15:07.580347","2020-11-13 14:15:07.580333","ebda9826-cac9-482e-957f-7908e0c96df5","2483"
"2426","uri://ed-fi.org/TribalAffiliationDescriptor","Cachil DeHe","Cachil DeHe","Cachil DeHe Band of Wintun Indians of the Colusa Indian Community of the Colusa Rancheria, California",,,,"2020-11-13 14:15:07.585872","2020-11-13 14:15:07.585857","11fe85e0-b30a-4a68-ab48-0936c1447ef1","2486"
"2430","uri://ed-fi.org/TribalAffiliationDescriptor","California Valley","California Valley","California Valley Miwok Tribe, California",,,,"2020-11-13 14:15:07.592461","2020-11-13 14:15:07.592425","95882933-4e7a-47f9-81fe-f9f0835c0a9a","2490"
"2434","uri://ed-fi.org/TribalAffiliationDescriptor","Catawba","Catawba","Catawba Indian Nation",,,,"2020-11-13 14:15:07.598237","2020-11-13 14:15:07.598201","ef484a57-5fe9-44a0-886e-3c64ae96180f","2494"
"2437","uri://ed-fi.org/TribalAffiliationDescriptor","Chalkyitsik","Chalkyitsik","Chalkyitsik Village",,,,"2020-11-13 14:15:07.603535","2020-11-13 14:15:07.603510","85654209-248f-439e-8b24-1134b8505e14","2497"
"2442","uri://ed-fi.org/TribalAffiliationDescriptor","Chenega","Chenega","Native Village of Chenega (aka Chanega)",,,,"2020-11-13 14:15:07.611706","2020-11-13 14:15:07.611674","4cb2a5cb-29ae-4d68-960c-2ec83d29f037","2502"
"2444","uri://ed-fi.org/TribalAffiliationDescriptor","Cherokee","Cherokee","Cherokee Nation",,,,"2020-11-13 14:15:07.618340","2020-11-13 14:15:07.618297","7f6fd5ba-a462-4d6e-8885-e2a808a3bbee","2504"
"2451","uri://ed-fi.org/TribalAffiliationDescriptor","Chicken Ranch","Chicken Ranch","Chicken Ranch Rancheria of Me-wuk Indians of California",,,,"2020-11-13 14:15:07.628225","2020-11-13 14:15:07.628155","a073fb44-e78f-43de-9772-f5df57eaa850","2511"
"2456","uri://ed-fi.org/TribalAffiliationDescriptor","Chilkat","Chilkat","Chilkat Indian Village (Klukwan)",,,,"2020-11-13 14:15:07.638320","2020-11-13 14:15:07.638052","f5d997c1-c248-42e8-9ba8-319c5eeee1a4","2516"
"2466","uri://ed-fi.org/TribalAffiliationDescriptor","Circle","Circle","Circle Native Community",,,,"2020-11-13 14:15:07.655772","2020-11-13 14:15:07.655739","f09b85fc-5e75-4599-94f9-f7657ec5f567","2526"
"2467","uri://ed-fi.org/TribalAffiliationDescriptor","Cloverdale","Cloverdale","Cloverdale Rancheria of Pomo Indians of California",,,,"2020-11-13 14:15:07.661178","2020-11-13 14:15:07.660222","d8831f90-67a8-4ddc-a5c4-6e5fdd7fefd9","2527"
"2470","uri://ed-fi.org/TribalAffiliationDescriptor","Cold Springs","Cold Springs","Cold Springs Rancheria of Mono Indians of California",,,,"2020-11-13 14:15:07.664610","2020-11-13 14:15:07.664580","5cda2132-7232-43e5-8d0b-be72a070b60d","2530"
"2472","uri://ed-fi.org/TribalAffiliationDescriptor","Comanche","Comanche","Comanche Nation, Oklahoma",,,,"2020-11-13 14:15:07.668114","2020-11-13 14:15:07.668052","f91b3429-b33e-4d33-9d05-c5d55efa0361","2532"
"2476","uri://ed-fi.org/TribalAffiliationDescriptor","Confederated Salish","Confederated Salish","Confederated Salish & Kootenai Tribes of the Flathead Reservation",,,,"2020-11-13 14:15:07.674145","2020-11-13 14:15:07.674095","62a9648a-67e6-484c-9430-da2d2fd48148","2536"
"2484","uri://ed-fi.org/TribalAffiliationDescriptor","Coyote Valley","Coyote Valley","Coyote Valley Band of Pomo Indians of California",,,,"2020-11-13 14:15:07.687147","2020-11-13 14:15:07.687094","cdef8af7-412b-424c-bbec-b3b18f3c9c1d","2544"
"2489","uri://ed-fi.org/TribalAffiliationDescriptor","Curyung","Curyung","Curyung Tribal Council",,,,"2020-11-13 14:15:07.695571","2020-11-13 14:15:07.695545","24936b43-9c28-408f-9eb8-22ff57973002","2549"
"2494","uri://ed-fi.org/TribalAffiliationDescriptor","Dot Lake","Dot Lake","Village of Dot Lake",,,,"2020-11-13 14:15:07.703542","2020-11-13 14:15:07.703435","5496723a-3e3f-4cd8-8f3b-f9258c2f624c","2554"
"2508","uri://ed-fi.org/TribalAffiliationDescriptor","Elim IRA","Elim IRA","Native Village of Elim",,,,"2020-11-13 14:15:07.726729","2020-11-13 14:15:07.726591","f7722ce2-98e8-40e9-bff3-9920aee647ef","2568"
"2512","uri://ed-fi.org/TribalAffiliationDescriptor","Enterprise","Enterprise","Enterprise Rancheria of Maidu Indians of California",,,,"2020-11-13 14:15:07.733858","2020-11-13 14:15:07.733774","987f21bc-9aa8-411e-81d4-fb1a575cf57d","2572"
"2519","uri://ed-fi.org/TribalAffiliationDescriptor","Fond du Lac","Fond du Lac","Minnesota Chippewa Tribe - Fond du Lac Band",,,,"2020-11-13 14:15:07.748397","2020-11-13 14:15:07.748365","065e4507-e273-4d83-b9c0-85b65ba22b1a","2579"
"2521","uri://ed-fi.org/TribalAffiliationDescriptor","Fort Bidwell","Fort Bidwell","Fort Bidwell Indian Community of the Fort Bidwell Reservation of California",,,,"2020-11-13 14:15:07.753759","2020-11-13 14:15:07.753739","54798327-9ea6-40ab-abdc-70d95ccc0ae6","2581"
"2524","uri://ed-fi.org/TribalAffiliationDescriptor","Fort McDowell","Fort McDowell","Fort McDowell Yavapai Nation, Arizona",,,,"2020-11-13 14:15:07.758953","2020-11-13 14:15:07.758930","6167b068-4951-43d7-9437-b34014e96a57","2584"
"2526","uri://ed-fi.org/TribalAffiliationDescriptor","Fort Sill","Fort Sill","Fort Sill Apache Tribe of Oklahoma",,,,"2020-11-13 14:15:07.761629","2020-11-13 14:15:07.761615","3528ed79-3460-4c49-ab26-5e82331cca69","2586"
"2528","uri://ed-fi.org/TribalAffiliationDescriptor","Gakona","Gakona","Native Village of Gakona",,,,"2020-11-13 14:15:07.764811","2020-11-13 14:15:07.764730","1b9a6f9a-e0f7-4073-9886-ad4d45c80b54","2588"
"2531","uri://ed-fi.org/TribalAffiliationDescriptor","Georgetown","Georgetown","Native Village of Georgetown",,,,"2020-11-13 14:15:07.769139","2020-11-13 14:15:07.769082","8b526c60-4a10-425a-aa84-ba37ffdd3678","2591"
"2536","uri://ed-fi.org/TribalAffiliationDescriptor","Grand Traverse","Grand Traverse","Grand Traverse Band of Ottawa & Chippewa Indians, Michigan",,,,"2020-11-13 14:15:07.776617","2020-11-13 14:15:07.776603","e6b72cb9-bdd7-4613-9cfb-548b9d4086df","2596"
"2539","uri://ed-fi.org/TribalAffiliationDescriptor","Guidiville","Guidiville","Guidiville Rancheria of California",,,,"2020-11-13 14:15:08.020937","2020-11-13 14:15:08.020449","4e26f636-4c5c-4be0-87e7-0a7a972181d1","2599"
"2544","uri://ed-fi.org/TribalAffiliationDescriptor","Hannahville","Hannahville","Hannahville Indian Community, Michigan",,,,"2020-11-13 14:15:08.034241","2020-11-13 14:15:08.034173","9fc5538c-1f87-4618-aef3-68589b2ad57e","2604"
"2546","uri://ed-fi.org/TribalAffiliationDescriptor","Healy Lake","Healy Lake","Healy Lake Village",,,,"2020-11-13 14:15:08.042719","2020-11-13 14:15:08.042672","861a6461-29d9-4092-bc11-3decacebdb38","2606"
"2432","uri://ed-fi.org/TribalAffiliationDescriptor","Cantwell","Cantwell","Native Village of Cantwell",,,,"2020-11-13 14:15:07.596064","2020-11-13 14:15:07.596017","8a9cdfac-4761-450a-889e-8f1fcdbae690","2492"
"2435","uri://ed-fi.org/TribalAffiliationDescriptor","Cayuga Nation of New York","Cayuga Nation of New York","Cayuga Nation",,,,"2020-11-13 14:15:07.599666","2020-11-13 14:15:07.599647","9ba1806b-11ae-475a-a85a-1c446f09ad04","2495"
"2438","uri://ed-fi.org/TribalAffiliationDescriptor","Cheesh-Na","Cheesh-Na","Cheesh-Na Tribe",,,,"2020-11-13 14:15:07.604811","2020-11-13 14:15:07.604713","042112c2-a209-4f6f-a155-927c7b1aeff3","2498"
"2440","uri://ed-fi.org/TribalAffiliationDescriptor","Chehalis","Chehalis","Confederated Tribes of the Chehalis Reservation",,,,"2020-11-13 14:15:07.608093","2020-11-13 14:15:07.608062","f87334f0-a970-4588-aab6-c495dabf512c","2500"
"2446","uri://ed-fi.org/TribalAffiliationDescriptor","Cheyenne River","Cheyenne River","Cheyenne and Arapaho Tribes, Oklahoma",,,,"2020-11-13 14:15:07.618903","2020-11-13 14:15:07.618821","ecf89be5-cd04-4120-b17d-d2ba1efe518e","2506"
"2448","uri://ed-fi.org/TribalAffiliationDescriptor","Chickahominy Indian Tribe","Inc.","Chickahominy Indian Tribe, Inc.",,,,"2020-11-13 14:15:07.624444","2020-11-13 14:15:07.624405","bffe679e-8add-4800-9d46-0277a17c41f5","2508"
"2450","uri://ed-fi.org/TribalAffiliationDescriptor","Chickasaw","Chickasaw","The Chickasaw Nation",,,,"2020-11-13 14:15:07.628221","2020-11-13 14:15:07.628076","061d900c-afdc-4276-8095-4d58ce4e0668","2510"
"2454","uri://ed-fi.org/TribalAffiliationDescriptor","Chignik Lake","Chignik Lake","Chignik Lake Village",,,,"2020-11-13 14:15:07.635777","2020-11-13 14:15:07.635745","55cb4b8d-0611-4e34-80a6-e04263148575","2514"
"2458","uri://ed-fi.org/TribalAffiliationDescriptor","Chippewa-Cree","Chippewa-Cree","Chippewa Cree Indians of the Rocky Boy's Reservation, MT",,,,"2020-11-13 14:15:07.642541","2020-11-13 14:15:07.642507","75cfb9f9-d7cb-4493-b02e-669ce768b38d","2518"
"2460","uri://ed-fi.org/TribalAffiliationDescriptor","Chitina","Chitina","Native Village of Chitina",,,,"2020-11-13 14:15:07.646756","2020-11-13 14:15:07.646324","97c050ae-218e-4213-a995-2e9d4e6e24e8","2520"
"2464","uri://ed-fi.org/TribalAffiliationDescriptor","Citizen Potawatomi","Citizen Potawatomi","Citizen Potawatomi Nation (Oklahoma)",,,,"2020-11-13 14:15:07.655291","2020-11-13 14:15:07.655088","92caf6d1-121a-4e76-b5e1-b05ea7465bf9","2524"
"2469","uri://ed-fi.org/TribalAffiliationDescriptor","Coeur D'Alene","Coeur D'Alene","Coeur D'Alene Tribe",,,,"2020-11-13 14:15:07.661996","2020-11-13 14:15:07.661820","1a28c8a9-e448-4f34-815f-0cebf3c32f94","2529"
"2471","uri://ed-fi.org/TribalAffiliationDescriptor","Colorado River","Colorado River","Colorado River Indian Tribes of the Colorado Indian Reservation, Arizona and California",,,,"2020-11-13 14:15:07.667851","2020-11-13 14:15:07.667760","06dceea9-30af-42a0-a6b5-1e3246253099","2531"
"2474","uri://ed-fi.org/TribalAffiliationDescriptor","Confederated Coos","Confederated Coos","Confederated Tribes of Coos, Lower Umpqua and Siuslaw Indians",,,,"2020-11-13 14:15:07.670770","2020-11-13 14:15:07.670738","7499c1ad-5b8b-4706-ba27-7142b1ca7d90","2534"
"2475","uri://ed-fi.org/TribalAffiliationDescriptor","Confederated Goshute","Confederated Goshute","Confederated Tribes of the Goshute Reservation, Nevada and Utah",,,,"2020-11-13 14:15:07.673722","2020-11-13 14:15:07.673689","921a253c-ed91-475b-9987-e334f2c4792c","2535"
"2478","uri://ed-fi.org/TribalAffiliationDescriptor","Coquille","Coquille","Coquille Indian Tribe",,,,"2020-11-13 14:15:07.676929","2020-11-13 14:15:07.676895","b698bfd7-77f4-43c2-8899-162bfd9b0816","2538"
"2481","uri://ed-fi.org/TribalAffiliationDescriptor","Cow Creek","Cow Creek","Cow Creek Band of Umpqua Tribe of Indians",,,,"2020-11-13 14:15:07.682500","2020-11-13 14:15:07.682465","7715b976-94e3-4a76-babe-c055efd888e2","2541"
"2483","uri://ed-fi.org/TribalAffiliationDescriptor","Cowlitz","Cowlitz","Cowlitz Indian Tribe",,,,"2020-11-13 14:15:07.686667","2020-11-13 14:15:07.686590","bb290d2b-ca4d-4e30-a7ae-b6c26aa6e736","2543"
"2486","uri://ed-fi.org/TribalAffiliationDescriptor","Crooked Creek","Crooked Creek","Village of Crooked Creek",,,,"2020-11-13 14:15:07.690648","2020-11-13 14:15:07.690613","52ecf58b-4c32-492f-b194-33dc02e7985d","2546"
"2487","uri://ed-fi.org/TribalAffiliationDescriptor","Crow","Crow","Crow Tribe of Montana",,,,"2020-11-13 14:15:07.693654","2020-11-13 14:15:07.693557","6cb7becb-3c1f-4b46-a9d1-0491da405c12","2547"
"2490","uri://ed-fi.org/TribalAffiliationDescriptor","Deering","Deering","Native Village of Deering",,,,"2020-11-13 14:15:07.697074","2020-11-13 14:15:07.697038","99097d54-5530-48d7-be28-151b6061e21b","2550"
"2492","uri://ed-fi.org/TribalAffiliationDescriptor","Delaware Tribe","Delaware Tribe","Delaware Tribe of Indians",,,,"2020-11-13 14:15:07.701228","2020-11-13 14:15:07.701195","f3152e35-8ed3-4e6b-ae0d-a86074a26d12","2552"
"2495","uri://ed-fi.org/TribalAffiliationDescriptor","Douglas","Douglas","Douglas Indian Association",,,,"2020-11-13 14:15:07.707044","2020-11-13 14:15:07.706971","3aae770c-4e5c-4dd0-bb58-94c6b8543e1c","2555"
"2498","uri://ed-fi.org/TribalAffiliationDescriptor","Eagle","Eagle","Native Village of Eagle",,,,"2020-11-13 14:15:07.710400","2020-11-13 14:15:07.710367","2eecfeb6-02e3-4019-bfe3-de88205e5a8d","2558"
"2500","uri://ed-fi.org/TribalAffiliationDescriptor","Eastern Shawnee","Eastern Shawnee","Eastern Shawnee Tribe of Oklahoma",,,,"2020-11-13 14:15:07.714344","2020-11-13 14:15:07.714312","7e1332eb-8f9f-4708-8d32-bea861ea3642","2560"
"2504","uri://ed-fi.org/TribalAffiliationDescriptor","Eklutna","Eklutna","Eklutna Native Village",,,,"2020-11-13 14:15:07.720421","2020-11-13 14:15:07.720250","7a7602ca-b489-4362-a267-16e5b8aef0c3","2564"
"2507","uri://ed-fi.org/TribalAffiliationDescriptor","Elem","Elem","Elem Indian Colony of Pomo Indians of the Sulphur Bank Rancheria, California",,,,"2020-11-13 14:15:07.725545","2020-11-13 14:15:07.725377","17ee4c93-a1a2-4f9e-aece-63f0b097aa29","2567"
"2510","uri://ed-fi.org/TribalAffiliationDescriptor","Ely Shoshone","Ely Shoshone","Ely Shoshone Tribe of Nevada",,,,"2020-11-13 14:15:07.729176","2020-11-13 14:15:07.729143","619b2b38-16a2-4b15-8d84-52874dfbe4f9","2570"
"2514","uri://ed-fi.org/TribalAffiliationDescriptor","Ewiiaapaayp","Ewiiaapaayp","Ewiiaapaayp Band of Kumeyaay Indians, California",,,,"2020-11-13 14:15:07.738729","2020-11-13 14:15:07.738701","a11f5420-ac2e-4650-9b77-6bd53f7a7236","2574"
"2517","uri://ed-fi.org/TribalAffiliationDescriptor","Federated Indians of Graton","Federated Indians of Graton","Federated Indians of Graton Rancheria, California",,,,"2020-11-13 14:15:07.747382","2020-11-13 14:15:07.747344","3523d6a2-471c-4d97-92ed-b515403b2f25","2577"
"2520","uri://ed-fi.org/TribalAffiliationDescriptor","Forest County","Forest County","Forest County Potawatomi Community, Wisconsin",,,,"2020-11-13 14:15:07.752369","2020-11-13 14:15:07.752331","757334f8-c6c3-4400-aa6d-7e8cc2e9312f","2580"
"2522","uri://ed-fi.org/TribalAffiliationDescriptor","Fort Independence","Fort Independence","Fort Independence Indian Community of Paiute Indians of the Fort Independence Reservation, California",,,,"2020-11-13 14:15:07.755301","2020-11-13 14:15:07.755286","3f497f0c-3b82-40d3-a010-5a719c9ce86c","2582"
"2525","uri://ed-fi.org/TribalAffiliationDescriptor","Fort Mojave","Fort Mojave","Fort Mojave Indian Tribe of Arizona, California & Nevada",,,,"2020-11-13 14:15:07.759651","2020-11-13 14:15:07.759627","5ee705ab-ea2d-40f5-b7e7-e0788cacd916","2585"
"2527","uri://ed-fi.org/TribalAffiliationDescriptor","Fort Yukon","Fort Yukon","Native Village of Fort Yukon",,,,"2020-11-13 14:15:07.762900","2020-11-13 14:15:07.762850","0dc834b3-4dd3-4d41-9c7d-bf677a0c0e01","2587"
"2529","uri://ed-fi.org/TribalAffiliationDescriptor","Galena","Galena","Galena Village (aka Louden Village)",,,,"2020-11-13 14:15:07.766195","2020-11-13 14:15:07.766165","f0353f02-134b-4235-b5ab-3f09057c6e81","2589"
"2532","uri://ed-fi.org/TribalAffiliationDescriptor","Gila River","Gila River","Gila River Indian Community of the Gila River Indian Reservation, Arizona",,,,"2020-11-13 14:15:07.770721","2020-11-13 14:15:07.770686","3db1982b-fef3-4978-b984-1a103284ff36","2592"
"2534","uri://ed-fi.org/TribalAffiliationDescriptor","Grand Portage","Grand Portage","Minnesota Chippewa Tribe - Grand Portage Band",,,,"2020-11-13 14:15:07.774060","2020-11-13 14:15:07.774027","9cfe2cd7-4bcd-4fa8-bd47-69b2918b8e00","2594"
"2541","uri://ed-fi.org/TribalAffiliationDescriptor","Grindstone","Grindstone","Grindstone Indian Rancheria of Wintun-Wailaki Indians of California",,,,"2020-11-13 14:15:08.022347","2020-11-13 14:15:08.022130","73663c22-fa31-4506-9c7e-2452f63efd02","2601"
