learningstandardid,title,version,uri,publicationdate,publicationyear,publicationstatusdescriptorid,mandatingeducationorganizationid,begindate,enddate,createdate
"113.35.10.D","State Standard",,,,,,,,,"2020-11-13 14:15:29.471363"
"113.35.12.A","State Standard",,,,,,,,,"2020-11-13 14:15:29.478256"
"113.35.13.A","State Standard",,,,,,,,,"2020-11-13 14:15:29.487971"
"113.35.14.C","State Standard",,,,,,,,,"2020-11-13 14:15:29.506633"
"113.35.15.C","State Standard",,,,,,,,,"2020-11-13 14:15:29.518498"
"113.35.16.C","State Standard",,,,,,,,,"2020-11-13 14:15:29.528744"
"113.35.17.C","State Standard",,,,,,,,,"2020-11-13 14:15:29.539725"
"113.35.19.A","State Standard",,,,,,,,,"2020-11-13 14:15:29.550384"
"113.35.2.B","State Standard",,,,,,,,,"2020-11-13 14:15:29.560111"
"113.35.20.A","State Standard",,,,,,,,,"2020-11-13 14:15:29.568462"
"113.35.21.D","State Standard",,,,,,,,,"2020-11-13 14:15:29.579129"
"113.35.23.A","State Standard",,,,,,,,,"2020-11-13 14:15:29.599569"
"113.35.3.B","State Standard",,,,,,,,,"2020-11-13 14:15:29.608249"
"113.35.6.B","State Standard",,,,,,,,,"2020-11-13 14:15:29.631389"
"113.35.7.B","State Standard",,,,,,,,,"2020-11-13 14:15:29.641812"
"113.35.8.E","State Standard",,,,,,,,,"2020-11-13 14:15:29.653209"
"113.35.9.C","State Standard",,,,,,,,,"2020-11-13 14:15:29.663200"
"113.35.9.F","State Standard",,,,,,,,,"2020-11-13 14:15:29.673195"
"113.4.2.10.A","State Standard",,,,,,,,,"2020-11-13 14:15:29.686833"
"113.4.2.11.B","State Standard",,,,,,,,,"2020-11-13 14:15:29.697223"
"113.4.2.12.A","State Standard",,,,,,,,,"2020-11-13 14:15:29.705411"
"113.4.2.14.A","State Standard",,,,,,,,,"2020-11-13 14:15:29.716568"
"113.4.2.14.C","State Standard",,,,,,,,,"2020-11-13 14:15:29.725554"
"113.4.2.17.A","State Standard",,,,,,,,,"2020-11-13 14:15:29.737266"
"113.4.2.17.C","State Standard",,,,,,,,,"2020-11-13 14:15:29.744596"
"113.4.2.19.A","State Standard",,,,,,,,,"2020-11-13 14:15:29.760282"
"113.4.2.3.A","State Standard",,,,,,,,,"2020-11-13 14:15:29.775439"
"113.4.2.4.C","State Standard",,,,,,,,,"2020-11-13 14:15:29.785179"
"113.4.2.8.B","State Standard",,,,,,,,,"2020-11-13 14:15:29.812832"
"113.41.1.B","State Standard",,,,,,,,,"2020-11-13 14:15:29.824838"
"113.41.10.E","State Standard",,,,,,,,,"2020-11-13 14:15:29.845770"
"113.41.11.D","State Standard",,,,,,,,,"2020-11-13 14:15:29.856043"
"113.41.14.B","State Standard",,,,,,,,,"2020-11-13 14:15:29.877710"
"113.41.15.A","State Standard",,,,,,,,,"2020-11-13 14:15:29.888076"
"113.41.16.B","State Standard",,,,,,,,,"2020-11-13 14:15:29.905120"
"113.41.18.B","State Standard",,,,,,,,,"2020-11-13 14:15:29.935132"
"113.41.19.D","State Standard",,,,,,,,,"2020-11-13 14:15:29.945862"
"113.41.2.B","State Standard",,,,,,,,,"2020-11-13 14:15:29.953242"
"113.41.20.A","State Standard",,,,,,,,,"2020-11-13 14:15:29.963873"
"113.41.22.C","State Standard",,,,,,,,,"2020-11-13 14:15:29.979203"
"113.41.23.C","State Standard",,,,,,,,,"2020-11-13 14:15:29.988627"
"113.41.25.A","State Standard",,,,,,,,,"2020-11-13 14:15:29.996175"
"113.41.26.D","State Standard",,,,,,,,,"2020-11-13 14:15:30.017967"
"113.41.27.C","State Standard",,,,,,,,,"2020-11-13 14:15:30.027987"
"113.41.29.B","State Standard",,,,,,,,,"2020-11-13 14:15:30.038391"
"113.41.29.E","State Standard",,,,,,,,,"2020-11-13 14:15:30.047239"
"113.41.3.A","State Standard",,,,,,,,,"2020-11-13 14:15:30.056484"
"113.41.3.D","State Standard",,,,,,,,,"2020-11-13 14:15:30.064593"
"113.41.31.B","State Standard",,,,,,,,,"2020-11-13 14:15:30.078088"
"113.41.4.A","State Standard",,,,,,,,,"2020-11-13 14:15:30.084961"
"113.41.4.E","State Standard",,,,,,,,,"2020-11-13 14:15:30.095455"
"113.41.6.A","State Standard",,,,,,,,,"2020-11-13 14:15:30.115400"
"113.41.7.A","State Standard",,,,,,,,,"2020-11-13 14:15:30.126573"
"113.41.7.F","State Standard",,,,,,,,,"2020-11-13 14:15:30.137190"
"113.41.8.B","State Standard",,,,,,,,,"2020-11-13 14:15:30.148169"
"113.41.8.D","State Standard",,,,,,,,,"2020-11-13 14:15:30.154688"
"113.41.9.A","State Standard",,,,,,,,,"2020-11-13 14:15:30.159382"
"113.41.9.B","State Standard",,,,,,,,,"2020-11-13 14:15:30.164826"
"113.41.9.H","State Standard",,,,,,,,,"2020-11-13 14:15:30.176420"
"113.42.1.C","State Standard",,,,,,,,,"2020-11-13 14:15:30.186566"
"113.42.10.C","State Standard",,,,,,,,,"2020-11-13 14:15:30.203465"
"113.42.12.B","State Standard",,,,,,,,,"2020-11-13 14:15:30.214574"
"113.42.13.E","State Standard",,,,,,,,,"2020-11-13 14:15:30.231962"
"113.42.15.B","State Standard",,,,,,,,,"2020-11-13 14:15:30.468574"
"113.42.17.A","State Standard",,,,,,,,,"2020-11-13 14:15:30.480351"
"113.42.17.B","State Standard",,,,,,,,,"2020-11-13 14:15:30.489669"
"113.42.18.C","State Standard",,,,,,,,,"2020-11-13 14:15:30.503058"
"113.42.2.B","State Standard",,,,,,,,,"2020-11-13 14:15:30.516064"
"113.42.20.B","State Standard",,,,,,,,,"2020-11-13 14:15:30.526374"
"113.42.21.A","State Standard",,,,,,,,,"2020-11-13 14:15:30.537953"
"113.42.22.C","State Standard",,,,,,,,,"2020-11-13 14:15:30.548474"
"113.42.23.A","State Standard",,,,,,,,,"2020-11-13 14:15:30.558248"
"113.42.25.A","State Standard",,,,,,,,,"2020-11-13 14:15:30.568487"
"113.42.27.B","State Standard",,,,,,,,,"2020-11-13 14:15:30.591132"
"113.42.28.D","State Standard",,,,,,,,,"2020-11-13 14:15:30.861859"
"113.42.29.D","State Standard",,,,,,,,,"2020-11-13 14:15:30.883522"
"113.42.29.H","State Standard",,,,,,,,,"2020-11-13 14:15:30.893721"
"113.42.30.C","State Standard",,,,,,,,,"2020-11-13 14:15:30.912644"
"113.42.4.A","State Standard",,,,,,,,,"2020-11-13 14:15:31.155100"
"113.42.4.D","State Standard",,,,,,,,,"2020-11-13 14:15:31.165067"
"113.42.4.H","State Standard",,,,,,,,,"2020-11-13 14:15:31.176144"
"113.42.5.A","State Standard",,,,,,,,,"2020-11-13 14:15:31.187714"
"113.42.7.A","State Standard",,,,,,,,,"2020-11-13 14:15:31.197069"
"113.42.7.E","State Standard",,,,,,,,,"2020-11-13 14:15:31.207725"
"113.42.8.C","State Standard",,,,,,,,,"2020-11-13 14:15:31.220473"
"113.42.9.C","State Standard",,,,,,,,,"2020-11-13 14:15:31.231669"
"113.43.10.A","State Standard",,,,,,,,,"2020-11-13 14:15:31.242684"
"113.43.11.A","State Standard",,,,,,,,,"2020-11-13 14:15:31.254800"
"113.43.12.B","State Standard",,,,,,,,,"2020-11-13 14:15:31.265645"
"113.43.14.C","State Standard",,,,,,,,,"2020-11-13 14:15:31.283156"
"113.43.15.A","State Standard",,,,,,,,,"2020-11-13 14:15:31.519881"
"113.43.17.A","State Standard",,,,,,,,,"2020-11-13 14:15:31.533952"
"113.43.17.D","State Standard",,,,,,,,,"2020-11-13 14:15:31.545558"
"113.43.18.C","State Standard",,,,,,,,,"2020-11-13 14:15:31.554672"
"113.43.2.B","State Standard",,,,,,,,,"2020-11-13 14:15:31.568876"
"113.43.21.C","State Standard",,,,,,,,,"2020-11-13 14:15:31.580212"
"113.43.22.D","State Standard",,,,,,,,,"2020-11-13 14:15:31.592013"
"113.43.23.C","State Standard",,,,,,,,,"2020-11-13 14:15:31.601804"
"113.43.3.B","State Standard",,,,,,,,,"2020-11-13 14:15:31.612987"
"113.43.5.A","State Standard",,,,,,,,,"2020-11-13 14:15:31.627175"
"113.43.7.A","State Standard",,,,,,,,,"2020-11-13 14:15:31.636463"
"113.43.7.D","State Standard",,,,,,,,,"2020-11-13 14:15:31.647186"
"113.43.8.C","State Standard",,,,,,,,,"2020-11-13 14:15:31.656412"
"113.44.1.D","State Standard",,,,,,,,,"2020-11-13 14:15:31.669328"
"113.44.10.B","State Standard",,,,,,,,,"2020-11-13 14:15:31.679696"
"113.35.21.A","State Standard",,,,,,,,,"2020-11-13 14:15:29.572765"
"113.35.21.C","State Standard",,,,,,,,,"2020-11-13 14:15:29.578771"
"113.35.21.E","State Standard",,,,,,,,,"2020-11-13 14:15:29.584441"
"113.35.22.A","State Standard",,,,,,,,,"2020-11-13 14:15:29.589551"
"113.35.22.D","State Standard",,,,,,,,,"2020-11-13 14:15:29.597780"
"113.35.4.A","State Standard",,,,,,,,,"2020-11-13 14:15:29.611496"
"113.35.5.A","State Standard",,,,,,,,,"2020-11-13 14:15:29.618987"
"113.35.6.A","State Standard",,,,,,,,,"2020-11-13 14:15:29.630348"
"113.35.7.A","State Standard",,,,,,,,,"2020-11-13 14:15:29.640294"
"113.35.8.C","State Standard",,,,,,,,,"2020-11-13 14:15:29.650913"
"113.35.9.A","State Standard",,,,,,,,,"2020-11-13 14:15:29.661524"
"113.35.9.E","State Standard",,,,,,,,,"2020-11-13 14:15:29.672471"
"113.35.9.I","State Standard",,,,,,,,,"2020-11-13 14:15:29.683579"
"113.4.2.10.B","State Standard",,,,,,,,,"2020-11-13 14:15:29.694265"
"113.4.2.12.B","State Standard",,,,,,,,,"2020-11-13 14:15:29.705475"
"113.4.2.13.B","State Standard",,,,,,,,,"2020-11-13 14:15:29.715163"
"113.4.2.14.B","State Standard",,,,,,,,,"2020-11-13 14:15:29.721258"
"113.4.2.15.B","State Standard",,,,,,,,,"2020-11-13 14:15:29.727857"
"113.4.2.17.B","State Standard",,,,,,,,,"2020-11-13 14:15:29.738971"
"113.4.2.17.D","State Standard",,,,,,,,,"2020-11-13 14:15:29.746133"
"113.4.2.2.A","State Standard",,,,,,,,,"2020-11-13 14:15:29.763407"
"113.4.2.2.B","State Standard",,,,,,,,,"2020-11-13 14:15:29.768832"
"113.4.2.2.D","State Standard",,,,,,,,,"2020-11-13 14:15:29.773718"
"113.4.2.3.B","State Standard",,,,,,,,,"2020-11-13 14:15:29.779930"
"113.4.2.4.B","State Standard",,,,,,,,,"2020-11-13 14:15:29.785096"
"113.4.2.6.B","State Standard",,,,,,,,,"2020-11-13 14:15:29.796200"
"113.4.2.7.A","State Standard",,,,,,,,,"2020-11-13 14:15:29.803882"
"113.4.2.8.C","State Standard",,,,,,,,,"2020-11-13 14:15:29.814311"
"113.4.2.9.B","State Standard",,,,,,,,,"2020-11-13 14:15:29.823679"
"113.41.1.C","State Standard",,,,,,,,,"2020-11-13 14:15:29.830463"
"113.41.10.B","State Standard",,,,,,,,,"2020-11-13 14:15:29.834733"
"113.41.10.F","State Standard",,,,,,,,,"2020-11-13 14:15:29.845211"
"113.41.11.C","State Standard",,,,,,,,,"2020-11-13 14:15:29.855930"
"113.41.11.F","State Standard",,,,,,,,,"2020-11-13 14:15:29.865013"
"113.41.13.A","State Standard",,,,,,,,,"2020-11-13 14:15:29.870066"
"113.41.13.B","State Standard",,,,,,,,,"2020-11-13 14:15:29.876325"
"113.41.15.B","State Standard",,,,,,,,,"2020-11-13 14:15:29.890896"
"113.41.15.E","State Standard",,,,,,,,,"2020-11-13 14:15:29.897960"
"113.41.16.C","State Standard",,,,,,,,,"2020-11-13 14:15:29.909238"
"113.41.16.E","State Standard",,,,,,,,,"2020-11-13 14:15:29.914578"
"113.41.17.B","State Standard",,,,,,,,,"2020-11-13 14:15:29.919990"
"113.41.17.D","State Standard",,,,,,,,,"2020-11-13 14:15:29.925509"
"113.41.18.A","State Standard",,,,,,,,,"2020-11-13 14:15:29.930672"
"113.41.19.A","State Standard",,,,,,,,,"2020-11-13 14:15:29.936045"
"113.41.19.B","State Standard",,,,,,,,,"2020-11-13 14:15:29.941590"
"113.41.19.E","State Standard",,,,,,,,,"2020-11-13 14:15:29.948671"
"113.41.2.C","State Standard",,,,,,,,,"2020-11-13 14:15:29.957879"
"113.41.21.B","State Standard",,,,,,,,,"2020-11-13 14:15:29.970444"
"113.41.22.A","State Standard",,,,,,,,,"2020-11-13 14:15:29.977363"
"113.41.23.A","State Standard",,,,,,,,,"2020-11-13 14:15:29.984808"
"113.41.24.A","State Standard",,,,,,,,,"2020-11-13 14:15:29.989394"
"113.41.25.C","State Standard",,,,,,,,,"2020-11-13 14:15:30.000203"
"113.41.26.A","State Standard",,,,,,,,,"2020-11-13 14:15:30.005522"
"113.41.26.C","State Standard",,,,,,,,,"2020-11-13 14:15:30.014122"
"113.41.26.F","State Standard",,,,,,,,,"2020-11-13 14:15:30.019053"
"113.41.28.A","State Standard",,,,,,,,,"2020-11-13 14:15:30.029388"
"113.41.28.C","State Standard",,,,,,,,,"2020-11-13 14:15:30.036490"
"113.41.29.C","State Standard",,,,,,,,,"2020-11-13 14:15:30.045166"
"113.41.29.F","State Standard",,,,,,,,,"2020-11-13 14:15:30.050302"
"113.41.29.G","State Standard",,,,,,,,,"2020-11-13 14:15:30.054798"
"113.41.3.B","State Standard",,,,,,,,,"2020-11-13 14:15:30.061049"
"113.41.30.A","State Standard",,,,,,,,,"2020-11-13 14:15:30.065650"
"113.41.30.C","State Standard",,,,,,,,,"2020-11-13 14:15:30.074173"
"113.41.32.A","State Standard",,,,,,,,,"2020-11-13 14:15:30.083341"
"113.41.4.B","State Standard",,,,,,,,,"2020-11-13 14:15:30.089780"
"113.41.4.C","State Standard",,,,,,,,,"2020-11-13 14:15:30.093737"
"113.41.4.F","State Standard",,,,,,,,,"2020-11-13 14:15:30.100716"
"113.41.5.A","State Standard",,,,,,,,,"2020-11-13 14:15:30.117797"
"113.41.7.B","State Standard",,,,,,,,,"2020-11-13 14:15:30.127760"
"113.41.7.D","State Standard",,,,,,,,,"2020-11-13 14:15:30.135640"
"113.41.8.C","State Standard",,,,,,,,,"2020-11-13 14:15:30.149339"
"113.41.8.E","State Standard",,,,,,,,,"2020-11-13 14:15:30.156480"
"113.41.9.D","State Standard",,,,,,,,,"2020-11-13 14:15:30.166860"
"113.41.9.F","State Standard",,,,,,,,,"2020-11-13 14:15:30.175351"
"113.41.9.I","State Standard",,,,,,,,,"2020-11-13 14:15:30.181459"
"113.42.1.B","State Standard",,,,,,,,,"2020-11-13 14:15:30.186999"
"113.42.1.E","State Standard",,,,,,,,,"2020-11-13 14:15:30.194318"
"113.42.10.D","State Standard",,,,,,,,,"2020-11-13 14:15:30.204985"
"113.42.11.B","State Standard",,,,,,,,,"2020-11-13 14:15:30.213213"
"113.42.12.C","State Standard",,,,,,,,,"2020-11-13 14:15:30.218732"
"113.42.13.B","State Standard",,,,,,,,,"2020-11-13 14:15:30.223033"
"113.42.13.D","State Standard",,,,,,,,,"2020-11-13 14:15:30.228773"
"113.42.14.B","State Standard",,,,,,,,,"2020-11-13 14:15:30.468132"
"113.42.16.A","State Standard",,,,,,,,,"2020-11-13 14:15:30.477975"
"113.42.18.A","State Standard",,,,,,,,,"2020-11-13 14:15:30.492940"
"113.42.18.E","State Standard",,,,,,,,,"2020-11-13 14:15:30.504960"
"113.42.19.B","State Standard",,,,,,,,,"2020-11-13 14:15:30.513350"
"113.42.2.C","State Standard",,,,,,,,,"2020-11-13 14:15:30.526357"
"113.42.21.B","State Standard",,,,,,,,,"2020-11-13 14:15:30.538468"
"113.42.22.B","State Standard",,,,,,,,,"2020-11-13 14:15:30.546481"
"113.42.22.E","State Standard",,,,,,,,,"2020-11-13 14:15:30.556724"
"113.42.25.B","State Standard",,,,,,,,,"2020-11-13 14:15:30.569649"
"113.42.25.C","State Standard",,,,,,,,,"2020-11-13 14:15:30.577468"
"113.42.26.A","State Standard",,,,,,,,,"2020-11-13 14:15:30.581446"
"113.42.26.C","State Standard",,,,,,,,,"2020-11-13 14:15:30.587783"
"113.42.27.C","State Standard",,,,,,,,,"2020-11-13 14:15:30.592239"
"113.42.28.B","State Standard",,,,,,,,,"2020-11-13 14:15:30.861999"
"113.42.28.E","State Standard",,,,,,,,,"2020-11-13 14:15:30.870077"
"113.42.29.C","State Standard",,,,,,,,,"2020-11-13 14:15:30.877039"
"113.42.29.E","State Standard",,,,,,,,,"2020-11-13 14:15:30.887771"
"113.42.29.F","State Standard",,,,,,,,,"2020-11-13 14:15:30.891915"
"113.42.3.C","State Standard",,,,,,,,,"2020-11-13 14:15:30.904066"
"113.42.31.A","State Standard",,,,,,,,,"2020-11-13 14:15:31.154482"
"113.42.4.E","State Standard",,,,,,,,,"2020-11-13 14:15:31.166104"
"113.42.4.F","State Standard",,,,,,,,,"2020-11-13 14:15:31.174214"
"113.42.5.B","State Standard",,,,,,,,,"2020-11-13 14:15:31.187488"
"113.42.7.B","State Standard",,,,,,,,,"2020-11-13 14:15:31.198328"
"113.4.2.16.A","State Standard",,,,,,,,,"2020-11-13 14:15:29.733407"
"113.4.2.18.A","State Standard",,,,,,,,,"2020-11-13 14:15:29.749694"
"113.4.2.18.B","State Standard",,,,,,,,,"2020-11-13 14:15:29.757442"
"113.4.2.19.B","State Standard",,,,,,,,,"2020-11-13 14:15:29.763450"
"113.4.2.2.C","State Standard",,,,,,,,,"2020-11-13 14:15:29.772248"
"113.4.2.4.A","State Standard",,,,,,,,,"2020-11-13 14:15:29.783249"
"113.4.2.5.A","State Standard",,,,,,,,,"2020-11-13 14:15:29.790973"
"113.4.2.6.A","State Standard",,,,,,,,,"2020-11-13 14:15:29.794979"
"113.4.2.6.C","State Standard",,,,,,,,,"2020-11-13 14:15:29.801564"
"113.4.2.8.A","State Standard",,,,,,,,,"2020-11-13 14:15:29.807108"
"113.4.2.9.A","State Standard",,,,,,,,,"2020-11-13 14:15:29.817949"
"113.41.1.A","State Standard",,,,,,,,,"2020-11-13 14:15:29.823799"
"113.41.10.C","State Standard",,,,,,,,,"2020-11-13 14:15:29.835778"
"113.41.10.D","State Standard",,,,,,,,,"2020-11-13 14:15:29.841326"
"113.41.11.A","State Standard",,,,,,,,,"2020-11-13 14:15:29.846998"
"113.41.11.B","State Standard",,,,,,,,,"2020-11-13 14:15:29.853697"
"113.41.11.E","State Standard",,,,,,,,,"2020-11-13 14:15:29.859188"
"113.41.12.A","State Standard",,,,,,,,,"2020-11-13 14:15:29.866637"
"113.41.14.A","State Standard",,,,,,,,,"2020-11-13 14:15:29.876203"
"113.41.14.C","State Standard",,,,,,,,,"2020-11-13 14:15:29.886035"
"113.41.15.C","State Standard",,,,,,,,,"2020-11-13 14:15:29.894066"
"113.41.16.A","State Standard",,,,,,,,,"2020-11-13 14:15:29.902241"
"113.41.16.D","State Standard",,,,,,,,,"2020-11-13 14:15:29.910817"
"113.41.17.A","State Standard",,,,,,,,,"2020-11-13 14:15:29.915853"
"113.41.17.C","State Standard",,,,,,,,,"2020-11-13 14:15:29.922621"
"113.41.17.E","State Standard",,,,,,,,,"2020-11-13 14:15:29.928270"
"113.41.19.C","State Standard",,,,,,,,,"2020-11-13 14:15:29.941820"
"113.41.2.A","State Standard",,,,,,,,,"2020-11-13 14:15:29.953744"
"113.41.2.D","State Standard",,,,,,,,,"2020-11-13 14:15:29.960348"
"113.41.20.B","State Standard",,,,,,,,,"2020-11-13 14:15:29.965476"
"113.41.21.C","State Standard",,,,,,,,,"2020-11-13 14:15:29.974336"
"113.41.22.B","State Standard",,,,,,,,,"2020-11-13 14:15:29.978329"
"113.41.24.B","State Standard",,,,,,,,,"2020-11-13 14:15:29.995070"
"113.41.26.B","State Standard",,,,,,,,,"2020-11-13 14:15:30.008683"
"113.41.26.E","State Standard",,,,,,,,,"2020-11-13 14:15:30.017208"
"113.41.27.A","State Standard",,,,,,,,,"2020-11-13 14:15:30.024812"
"113.41.28.B","State Standard",,,,,,,,,"2020-11-13 14:15:30.034871"
"113.41.29.D","State Standard",,,,,,,,,"2020-11-13 14:15:30.045643"
"113.41.29.H","State Standard",,,,,,,,,"2020-11-13 14:15:30.055299"
"113.41.3.C","State Standard",,,,,,,,,"2020-11-13 14:15:30.063746"
"113.41.30.B","State Standard",,,,,,,,,"2020-11-13 14:15:30.071355"
"113.41.31.A","State Standard",,,,,,,,,"2020-11-13 14:15:30.075419"
"113.41.32.B","State Standard",,,,,,,,,"2020-11-13 14:15:30.084717"
"113.41.4.D","State Standard",,,,,,,,,"2020-11-13 14:15:30.094599"
"113.41.4.G","State Standard",,,,,,,,,"2020-11-13 14:15:30.103748"
"113.41.5.B","State Standard",,,,,,,,,"2020-11-13 14:15:30.116266"
"113.41.6.B","State Standard",,,,,,,,,"2020-11-13 14:15:30.125921"
"113.41.7.C","State Standard",,,,,,,,,"2020-11-13 14:15:30.131639"
"113.41.7.E","State Standard",,,,,,,,,"2020-11-13 14:15:30.136488"
"113.41.7.G","State Standard",,,,,,,,,"2020-11-13 14:15:30.144913"
"113.41.8.F","State Standard",,,,,,,,,"2020-11-13 14:15:30.157665"
"113.41.9.C","State Standard",,,,,,,,,"2020-11-13 14:15:30.165688"
"113.41.9.E","State Standard",,,,,,,,,"2020-11-13 14:15:30.170168"
"113.41.9.G","State Standard",,,,,,,,,"2020-11-13 14:15:30.175653"
"113.42.1.A","State Standard",,,,,,,,,"2020-11-13 14:15:30.184850"
"113.42.1.D","State Standard",,,,,,,,,"2020-11-13 14:15:30.192520"
"113.42.10.A","State Standard",,,,,,,,,"2020-11-13 14:15:30.197881"
"113.42.10.B","State Standard",,,,,,,,,"2020-11-13 14:15:30.202753"
"113.42.11.A","State Standard",,,,,,,,,"2020-11-13 14:15:30.208678"
"113.42.12.A","State Standard",,,,,,,,,"2020-11-13 14:15:30.213375"
"113.42.13.C","State Standard",,,,,,,,,"2020-11-13 14:15:30.224619"
"113.42.15.A","State Standard",,,,,,,,,"2020-11-13 14:15:30.467646"
"113.42.16.B","State Standard",,,,,,,,,"2020-11-13 14:15:30.479991"
"113.42.17.C","State Standard",,,,,,,,,"2020-11-13 14:15:30.491182"
"113.42.18.F","State Standard",,,,,,,,,"2020-11-13 14:15:30.505731"
"113.42.2.A","State Standard",,,,,,,,,"2020-11-13 14:15:30.515226"
"113.42.20.A","State Standard",,,,,,,,,"2020-11-13 14:15:30.526196"
"113.42.21.C","State Standard",,,,,,,,,"2020-11-13 14:15:30.537077"
"113.42.22.A","State Standard",,,,,,,,,"2020-11-13 14:15:30.546482"
"113.42.23.B","State Standard",,,,,,,,,"2020-11-13 14:15:30.559824"
"113.42.24.A","State Standard",,,,,,,,,"2020-11-13 14:15:30.567109"
"113.42.25.D","State Standard",,,,,,,,,"2020-11-13 14:15:30.577791"
"113.42.26.B","State Standard",,,,,,,,,"2020-11-13 14:15:30.582950"
"113.42.27.A","State Standard",,,,,,,,,"2020-11-13 14:15:30.587982"
"113.42.27.D","State Standard",,,,,,,,,"2020-11-13 14:15:30.598248"
"113.42.28.C","State Standard",,,,,,,,,"2020-11-13 14:15:30.860976"
"113.42.29.B","State Standard",,,,,,,,,"2020-11-13 14:15:30.877941"
"113.42.29.G","State Standard",,,,,,,,,"2020-11-13 14:15:30.891875"
"113.42.3.A","State Standard",,,,,,,,,"2020-11-13 14:15:30.899147"
"113.42.30.A","State Standard",,,,,,,,,"2020-11-13 14:15:30.904523"
"113.42.31.B","State Standard",,,,,,,,,"2020-11-13 14:15:31.153369"
"113.42.4.C","State Standard",,,,,,,,,"2020-11-13 14:15:31.164293"
"113.42.4.G","State Standard",,,,,,,,,"2020-11-13 14:15:31.175823"
"113.42.4.K","State Standard",,,,,,,,,"2020-11-13 14:15:31.186311"
"113.42.6.A","State Standard",,,,,,,,,"2020-11-13 14:15:31.196308"
"113.42.7.D","State Standard",,,,,,,,,"2020-11-13 14:15:31.207209"
"113.42.8.B","State Standard",,,,,,,,,"2020-11-13 14:15:31.220069"
"113.42.8.E","State Standard",,,,,,,,,"2020-11-13 14:15:31.227905"
"113.42.9.B","State Standard",,,,,,,,,"2020-11-13 14:15:31.231973"
"113.42.9.D","State Standard",,,,,,,,,"2020-11-13 14:15:31.239441"
"113.43.10.C","State Standard",,,,,,,,,"2020-11-13 14:15:31.254049"
"113.43.11.B","State Standard",,,,,,,,,"2020-11-13 14:15:31.262399"
"113.43.13.B","State Standard",,,,,,,,,"2020-11-13 14:15:31.274379"
"113.43.16.B","State Standard",,,,,,,,,"2020-11-13 14:15:31.522953"
"113.43.16.C","State Standard",,,,,,,,,"2020-11-13 14:15:31.532816"
"113.43.18.A","State Standard",,,,,,,,,"2020-11-13 14:15:31.545750"
"113.43.19.B","State Standard",,,,,,,,,"2020-11-13 14:15:31.557222"
"113.43.2.A","State Standard",,,,,,,,,"2020-11-13 14:15:31.567697"
"113.43.21.A","State Standard",,,,,,,,,"2020-11-13 14:15:31.579408"
"113.43.22.A","State Standard",,,,,,,,,"2020-11-13 14:15:31.588518"
"113.43.22.E","State Standard",,,,,,,,,"2020-11-13 14:15:31.599499"
"113.43.3.A","State Standard",,,,,,,,,"2020-11-13 14:15:31.612983"
"113.43.5.B","State Standard",,,,,,,,,"2020-11-13 14:15:31.625784"
"113.43.6.B","State Standard",,,,,,,,,"2020-11-13 14:15:31.635406"
"113.43.8.A","State Standard",,,,,,,,,"2020-11-13 14:15:31.647271"
"113.43.9.A","State Standard",,,,,,,,,"2020-11-13 14:15:31.657751"
"113.44.1.C","State Standard",,,,,,,,,"2020-11-13 14:15:31.667713"
"113.41.29.A","State Standard",,,,,,,,,"2020-11-13 14:15:30.038638"
"113.41.5.C","State Standard",,,,,,,,,"2020-11-13 14:15:30.118718"
"113.41.8.A","State Standard",,,,,,,,,"2020-11-13 14:15:30.147344"
"113.42.1.F","State Standard",,,,,,,,,"2020-11-13 14:15:30.195506"
"113.42.13.A","State Standard",,,,,,,,,"2020-11-13 14:15:30.222783"
"113.42.13.F","State Standard",,,,,,,,,"2020-11-13 14:15:30.232853"
"113.42.14.A","State Standard",,,,,,,,,"2020-11-13 14:15:30.468837"
"113.42.16.C","State Standard",,,,,,,,,"2020-11-13 14:15:30.480418"
"113.42.18.B","State Standard",,,,,,,,,"2020-11-13 14:15:30.492932"
"113.42.18.D","State Standard",,,,,,,,,"2020-11-13 14:15:30.503585"
"113.42.19.A","State Standard",,,,,,,,,"2020-11-13 14:15:30.513351"
"113.42.20.C","State Standard",,,,,,,,,"2020-11-13 14:15:30.526661"
"113.42.20.D","State Standard",,,,,,,,,"2020-11-13 14:15:30.536118"
"113.42.22.D","State Standard",,,,,,,,,"2020-11-13 14:15:30.549620"
"113.42.22.F","State Standard",,,,,,,,,"2020-11-13 14:15:30.557279"
"113.42.24.B","State Standard",,,,,,,,,"2020-11-13 14:15:30.567613"
"113.42.27.E","State Standard",,,,,,,,,"2020-11-13 14:15:30.598791"
"113.42.28.A","State Standard",,,,,,,,,"2020-11-13 14:15:30.859389"
"113.42.29.A","State Standard",,,,,,,,,"2020-11-13 14:15:30.876147"
"113.42.3.B","State Standard",,,,,,,,,"2020-11-13 14:15:30.901923"
"113.42.30.B","State Standard",,,,,,,,,"2020-11-13 14:15:30.910041"
"113.42.30.D","State Standard",,,,,,,,,"2020-11-13 14:15:31.153030"
"113.42.4.B","State Standard",,,,,,,,,"2020-11-13 14:15:31.164881"
"113.42.4.I","State Standard",,,,,,,,,"2020-11-13 14:15:31.177814"
"113.42.4.J","State Standard",,,,,,,,,"2020-11-13 14:15:31.184875"
"113.42.6.B","State Standard",,,,,,,,,"2020-11-13 14:15:31.196590"
"113.42.7.F","State Standard",,,,,,,,,"2020-11-13 14:15:31.208263"
