learningstandardid,description,learningstandarditemcode,uri,coursetitle,successcriteria,parentlearningstandardid,namespace,learningstandardcategorydescriptorid,learningstandardscopedescriptorid,discriminator,createdate,lastmodifieddate,id,changeversion
"113.32.15.C","evaluate the effects of political incidents such as Teapot Dome and Watergate on the views of U.S. citizens concerning the role of the federal government.",,,"United States History Studies Since Reconstruction",,,"uri://ed-fi.org/LearningStandard/LearningStandard.xml",,"1582","NULL","2020-11-13 14:15:28.547119","2020-11-13 14:15:28.546865","682bbaa1-5083-49d0-a1b0-b9aec36434ee","7655"
"113.32.18.A","identify and analyze methods of expanding the right to participate in the democratic process, including lobbying, protesting, court decisions, and amendments to the U.S. Constitution.",,,"United States History Studies Since Reconstruction",,,"uri://ed-fi.org/LearningStandard/LearningStandard.xml",,"1582","NULL","2020-11-13 14:15:28.558178","2020-11-13 14:15:28.557892","3cd4d180-0926-4296-9e31-86c3bf661934","7659"
"113.32.19.C","identify the contributions of Texans who have been President of the United States.",,,"United States History Studies Since Reconstruction",,,"uri://ed-fi.org/LearningStandard/LearningStandard.xml",,"1582","NULL","2020-11-13 14:15:28.575721","2020-11-13 14:15:28.575518","2b9dc5dc-1890-483b-8895-4d8b334782dc","7666"
"113.32.2.C","analyze social issues such as the treatment of minorities, child labor, growth of cities, and problems of immigrants.",,,"United States History Studies Since Reconstruction",,,"uri://ed-fi.org/LearningStandard/LearningStandard.xml",,"1582","NULL","2020-11-13 14:15:28.581039","2020-11-13 14:15:28.580879","ed4b0126-a342-4468-884e-78841cb216ed","7669"
"113.32.20.B","describe the impact of significant examples of cultural movements in art, music, and literature on American society, including the Harlem Renaissance.",,,"United States History Studies Since Reconstruction",,,"uri://ed-fi.org/LearningStandard/LearningStandard.xml",,"1582","NULL","2020-11-13 14:15:28.587093","2020-11-13 14:15:28.586916","2da6b6ba-e1de-456e-bba7-861ffaf6d3dd","7671"
"113.32.21.A","explain actions taken by people from racial, ethnic, and religious groups to expand economic opportunities and political rights in American society.",,,"United States History Studies Since Reconstruction",,,"uri://ed-fi.org/LearningStandard/LearningStandard.xml",,"1582","NULL","2020-11-13 14:15:28.597557","2020-11-13 14:15:28.597352","ec1cff8a-d4c0-4e45-84aa-f90204941df3","7675"
"113.32.22.A","explain the effects of scientific discoveries and technological innovations such as electric power, the telegraph and telephone, petroleum-based products, medical vaccinations, and computers on the development of the United States.",,,"United States History Studies Since Reconstruction",,,"uri://ed-fi.org/LearningStandard/LearningStandard.xml",,"1582","NULL","2020-11-13 14:15:28.608411","2020-11-13 14:15:28.608215","e672edc3-a419-4f66-a4fe-285598afd8f9","7679"
"113.32.24.A","locate and use primary and secondary sources such as computer software, databases, media and news services, biographies, interviews, and artifacts to acquire information about the United States.",,,"United States History Studies Since Reconstruction",,,"uri://ed-fi.org/LearningStandard/LearningStandard.xml",,"1582","NULL","2020-11-13 14:15:28.618634","2020-11-13 14:15:28.618476","873b6f33-3dbb-4180-bed8-003196e13ed3","7684"
"113.32.24.E","evaluate the validity of a source based on language, corroboration with other sources, and information about the author.",,,"United States History Studies Since Reconstruction",,,"uri://ed-fi.org/LearningStandard/LearningStandard.xml",,"1582","NULL","2020-11-13 14:15:28.629046","2020-11-13 14:15:28.628859","434b5ff0-39eb-4e19-967b-e5d395a56c95","7688"
"113.32.24.G","support a point of view on a social studies issue or event.",,,"United States History Studies Since Reconstruction",,,"uri://ed-fi.org/LearningStandard/LearningStandard.xml",,"1582","NULL","2020-11-13 14:15:28.637131","2020-11-13 14:15:28.636920","e83b73c1-20ed-4640-80e0-dc54e380dc02","7690"
"113.32.25.B","use standard grammar, spelling, sentence structure, and punctuation.",,,"United States History Studies Since Reconstruction",,,"uri://ed-fi.org/LearningStandard/LearningStandard.xml",,"1582","NULL","2020-11-13 14:15:28.644421","2020-11-13 14:15:28.644221","8db9b9bd-7667-472a-8ca2-34bd6fd89f65","7693"
"113.32.26.A","use a problem-solving process to identify a problem, gather information, list and consider options, consider advantages and disadvantages, choose and implement a solution, and evaluate the effectiveness of the solution.",,,"United States History Studies Since Reconstruction",,,"uri://ed-fi.org/LearningStandard/LearningStandard.xml",,"1582","NULL","2020-11-13 14:15:28.648481","2020-11-13 14:15:28.648305","ffa0d603-ef7d-4a10-975c-ef9849c2b2eb","7696"
"113.32.3.D","analyze major issues raised by U.S. involvement in World War I, Wilson's Fourteen Points, and the Treaty of Versailles.",,,"United States History Studies Since Reconstruction",,,"uri://ed-fi.org/LearningStandard/LearningStandard.xml",,"1582","NULL","2020-11-13 14:15:28.664925","2020-11-13 14:15:28.664748","f15f79d3-54d4-4419-a28f-f45e897173c4","7702"
"113.32.6.A","identify reasons for U.S. involvement in World War II, including the growth of dictatorships and the attack on Pearl Harbor.",,,"United States History Studies Since Reconstruction",,,"uri://ed-fi.org/LearningStandard/LearningStandard.xml",,"1582","NULL","2020-11-13 14:15:28.675748","2020-11-13 14:15:28.675570","1f215042-b494-439f-a208-2626332957b3","7707"
"113.32.6.C","explain the roles played by significant military leaders during World War II, including Omar Bradley, Dwight Eisenhower, Douglas MacArthur, George Marshall, and George Patton.",,,"United States History Studies Since Reconstruction",,,"uri://ed-fi.org/LearningStandard/LearningStandard.xml",,"1582","NULL","2020-11-13 14:15:28.683193","2020-11-13 14:15:28.683031","9d80ed1a-61b0-49fa-9749-e4a453ca5c68","7709"
"113.32.6.F","describe the impact of the GI Bill, the election of 1948, McCarthyism, and Sputnik I.",,,"United States History Studies Since Reconstruction",,,"uri://ed-fi.org/LearningStandard/LearningStandard.xml",,"1582","NULL","2020-11-13 14:15:28.690250","2020-11-13 14:15:28.690073","ed197750-3835-4ba2-aa12-b1cb2c404734","7712"
"113.32.7.A","trace the historical development of the civil rights movement in the 18th, 19th, and 20th centuries, including the 13th, 14th, 15th amendments.",,,"United States History Studies Since Reconstruction",,,"uri://ed-fi.org/LearningStandard/LearningStandard.xml",,"1582","NULL","2020-11-13 14:15:28.695287","2020-11-13 14:15:28.695105","ac0d5591-395c-414f-956f-8c4f2849071b","7715"
"113.32.7.B","identify significant leaders of the civil rights movement, including Martin Luther King, Jr.",,,"United States History Studies Since Reconstruction",,,"uri://ed-fi.org/LearningStandard/LearningStandard.xml",,"1582","NULL","2020-11-13 14:15:28.701528","2020-11-13 14:15:28.700933","8a99a99b-97de-4479-a992-f6082bed7122","7716"
"113.32.7.D","identify changes in the United States that have resulted from the civil rights movement such as increased participation of minorities in the political process.",,,"United States History Studies Since Reconstruction",,,"uri://ed-fi.org/LearningStandard/LearningStandard.xml",,"1582","NULL","2020-11-13 14:15:28.706763","2020-11-13 14:15:28.706563","abac2e89-9ec7-4a62-8793-6368b12abb3a","7719"
"113.33.1.A","identify the major eras in world history and describe their defining characteristics.",,,"World History Studies",,,"uri://ed-fi.org/LearningStandard/LearningStandard.xml",,"1582","NULL","2020-11-13 14:15:28.720049","2020-11-13 14:15:28.719860","a81ed6e6-2d18-4cea-8302-4b01b7bfd398","7723"
"113.33.1.C","apply absolute and relative chronology through the sequencing of significant individuals, events, and time periods.",,,"World History Studies",,,"uri://ed-fi.org/LearningStandard/LearningStandard.xml",,"1582","NULL","2020-11-13 14:15:28.726642","2020-11-13 14:15:28.726466","dd492da7-91ed-4b39-b860-487a9aa4d4b2","7725"
"113.33.12.A","locate places and regions of historical significance such as the Indus, Nile, Tigris and Euphrates, and Yellow (Huang He) river valleys and describe their physical and human characteristics.",,,"World History Studies",,,"uri://ed-fi.org/LearningStandard/LearningStandard.xml",,"1582","NULL","2020-11-13 14:15:28.744035","2020-11-13 14:15:28.743872","635d77fc-ca3b-4d38-b9a4-e530367a3e4e","7731"
"113.32.14.E","describe the dynamic relationship between U.S. international trade policies and the U.S. free enterprise system.",,,"United States History Studies Since Reconstruction",,,"uri://ed-fi.org/LearningStandard/LearningStandard.xml",,"1582","NULL","2020-11-13 14:15:28.303286","2020-11-13 14:15:28.303128","fec8af23-dfed-45f2-b806-d30934d48653","7652"
"113.32.15.B","explain the impact of significant international events such as World War I and World War II on changes in the role of the federal government.",,,"United States History Studies Since Reconstruction",,,"uri://ed-fi.org/LearningStandard/LearningStandard.xml",,"1582","NULL","2020-11-13 14:15:28.546196","2020-11-13 14:15:28.545978","61d82622-639e-410c-b280-801a83755b3f","7654"
"113.32.16.B","evaluate the impact of events, including Franklin Roosevelt's attempt to increase the number of U.S. Supreme Court justices, on the relationships among the legislative, executive, and judicial branches of government.",,,"United States History Studies Since Reconstruction",,,"uri://ed-fi.org/LearningStandard/LearningStandard.xml",,"1582","NULL","2020-11-13 14:15:28.556519","2020-11-13 14:15:28.556229","50e2fdc4-3097-424b-a9a6-69d092b52327","7658"
"113.32.18.B","evaluate various means of achieving equality of political rights, including the 19th, 24th, and 26th amendments.",,,"United States History Studies Since Reconstruction",,,"uri://ed-fi.org/LearningStandard/LearningStandard.xml",,"1582","NULL","2020-11-13 14:15:28.566006","2020-11-13 14:15:28.565801","9c17503f-206c-4d81-864d-ea4495d01d87","7662"
"113.32.19.A","describe qualities of effective leadership.",,,"United States History Studies Since Reconstruction",,,"uri://ed-fi.org/LearningStandard/LearningStandard.xml",,"1582","NULL","2020-11-13 14:15:28.570518","2020-11-13 14:15:28.570240","f4c15cff-21af-4442-ae5d-95504b5e9725","7665"
"113.32.2.B","analyze economic issues such as industrialization, the growth of railroads, the growth of labor unions, farm issues, and the rise of big business.",,,"United States History Studies Since Reconstruction",,,"uri://ed-fi.org/LearningStandard/LearningStandard.xml",,"1582","NULL","2020-11-13 14:15:28.578159","2020-11-13 14:15:28.578002","4bacecd2-6f9e-44cc-9394-bc2b77d2caca","7668"
"113.32.20.A","describe how the characteristics and issues of various eras in U.S. history have been reflected in works of art, music, and literature such as the paintings of Georgia O'Keeffe, rock and roll, and John Steinbeck's The Grapes of Wrath.",,,"United States History Studies Since Reconstruction",,,"uri://ed-fi.org/LearningStandard/LearningStandard.xml",,"1582","NULL","2020-11-13 14:15:28.585898","2020-11-13 14:15:28.585501","3e5f180f-6965-4ae4-9608-1dc767bd6314","7670"
"113.32.20.D","analyze the relationship between culture and the economy and identify examples such as the impact of the entertainment industry on the U.S. economy.",,,"United States History Studies Since Reconstruction",,,"uri://ed-fi.org/LearningStandard/LearningStandard.xml",,"1582","NULL","2020-11-13 14:15:28.591196","2020-11-13 14:15:28.591025","e57ac561-66d5-4b0f-b046-0285ff6b94b8","7673"
"113.32.20.E","identify the impact of popular American culture on the rest of the world.",,,"United States History Studies Since Reconstruction",,,"uri://ed-fi.org/LearningStandard/LearningStandard.xml",,"1582","NULL","2020-11-13 14:15:28.595887","2020-11-13 14:15:28.595500","dfda1efa-1a88-4c9c-88d9-a927428065ef","7674"
"113.32.21.C","analyze how the contributions of people of various racial, ethnic, and religious groups have helped to shape the national identity.",,,"United States History Studies Since Reconstruction",,,"uri://ed-fi.org/LearningStandard/LearningStandard.xml",,"1582","NULL","2020-11-13 14:15:28.602768","2020-11-13 14:15:28.602572","564f0965-4606-4476-9d5b-ce4e2d658cc1","7677"
"113.32.21.D","identify the political, social, and economic contributions of women to American society.",,,"United States History Studies Since Reconstruction",,,"uri://ed-fi.org/LearningStandard/LearningStandard.xml",,"1582","NULL","2020-11-13 14:15:28.606907","2020-11-13 14:15:28.606636","13f2ed5c-ba5c-49aa-8a55-ffba2082a237","7678"
"113.32.22.C","analyze the impact of technological innovations on the nature of work, the American labor movement, and businesses.",,,"United States History Studies Since Reconstruction",,,"uri://ed-fi.org/LearningStandard/LearningStandard.xml",,"1582","NULL","2020-11-13 14:15:28.612976","2020-11-13 14:15:28.612649","95ed4c91-2c33-4d3b-a53d-a6ead2056e51","7681"
"113.32.23.B","explain how technological innovations in areas such as space exploration have led to other innovations that affect daily life and the standard of living.",,,"United States History Studies Since Reconstruction",,,"uri://ed-fi.org/LearningStandard/LearningStandard.xml",,"1582","NULL","2020-11-13 14:15:28.618476","2020-11-13 14:15:28.618275","06a69237-7799-40a4-8ecb-5d68fc476bf1","7683"
"113.32.24.B","analyze information by sequencing, categorizing, identifying cause-and-effect relationships, comparing, contrasting, finding the main idea, summarizing, making generalizations and predictions, and drawing inferences and conclusions.",,,"United States History Studies Since Reconstruction",,,"uri://ed-fi.org/LearningStandard/LearningStandard.xml",,"1582","NULL","2020-11-13 14:15:28.622925","2020-11-13 14:15:28.622715","53d1a7c4-98e8-48a5-b53e-58f51e646ae0","7685"
"113.32.24.D","use the process of historical inquiry to research, interpret, and use multiple sources of evidence.",,,"United States History Studies Since Reconstruction",,,"uri://ed-fi.org/LearningStandard/LearningStandard.xml",,"1582","NULL","2020-11-13 14:15:28.627797","2020-11-13 14:15:28.627606","3f1f871b-5c3c-4200-8b29-2306548958ac","7687"
"113.32.24.F","identify bias in written, oral, and visual material.",,,"United States History Studies Since Reconstruction",,,"uri://ed-fi.org/LearningStandard/LearningStandard.xml",,"1582","NULL","2020-11-13 14:15:28.633566","2020-11-13 14:15:28.633362","2afa58e8-c401-4268-b83d-14f55d3fe7e0","7689"
"113.32.25.A","use social studies terminology correctly.",,,"United States History Studies Since Reconstruction",,,"uri://ed-fi.org/LearningStandard/LearningStandard.xml",,"1582","NULL","2020-11-13 14:15:28.638711","2020-11-13 14:15:28.638529","b62bd9e4-e731-40e2-ac5c-ed1a30219555","7692"
"113.32.25.C","transfer information from one medium to another, including written to visual and statistical to written or visual, using computer software as appropriate.",,,"United States History Studies Since Reconstruction",,,"uri://ed-fi.org/LearningStandard/LearningStandard.xml",,"1582","NULL","2020-11-13 14:15:28.646414","2020-11-13 14:15:28.646208","d19f8b5d-e67f-4eaa-8f5e-349c62404549","7694"
"113.32.26.B","use a decision-making process to identify a situation that requires a decision, gather information, identify options, predict consequences, and take action to implement a decision.",,,"United States History Studies Since Reconstruction",,,"uri://ed-fi.org/LearningStandard/LearningStandard.xml",,"1582","NULL","2020-11-13 14:15:28.654742","2020-11-13 14:15:28.654557","95ba39dd-529a-49d5-bb55-c3aa0396a4fd","7697"
"113.32.3.C","analyze significant events such as the battle of Argonne Forest and the impact of significant individuals including John J. Pershing during World War I.",,,"United States History Studies Since Reconstruction",,,"uri://ed-fi.org/LearningStandard/LearningStandard.xml",,"1582","NULL","2020-11-13 14:15:28.658762","2020-11-13 14:15:28.658569","4ff0dc5a-ffb1-42e3-b496-31dd1f009b63","7700"
"113.32.4.A","evaluate the impact of Progressive Era reforms including initiative, referendum, recall, and the passage of the 16th and 17th amendments.",,,"United States History Studies Since Reconstruction",,,"uri://ed-fi.org/LearningStandard/LearningStandard.xml",,"1582","NULL","2020-11-13 14:15:28.664901","2020-11-13 14:15:28.664656","da35395a-1c9f-4081-ab17-115505584810","7701"
"113.32.4.C","evaluate the impact of third parties and their candidates such as Eugene Debs, H. Ross Perot, and George Wallace.",,,"United States History Studies Since Reconstruction",,,"uri://ed-fi.org/LearningStandard/LearningStandard.xml",,"1582","NULL","2020-11-13 14:15:28.670255","2020-11-13 14:15:28.670002","27ee5a11-a58c-4bf2-9ea9-1ed6aaac9af7","7704"
"113.32.5.B","analyze the impact of significant individuals such as Clarence Darrow, William Jennings Bryan, Henry Ford, and Charles A. Lindbergh.",,,"United States History Studies Since Reconstruction",,,"uri://ed-fi.org/LearningStandard/LearningStandard.xml",,"1582","NULL","2020-11-13 14:15:28.675167","2020-11-13 14:15:28.674694","eec0228a-fa54-4ac6-8cb7-1cf47b47a1a2","7706"
"113.33.14.C","compare the relationships between and among contemporary countries with differing economic systems.",,,"World History Studies",,,"uri://ed-fi.org/LearningStandard/LearningStandard.xml",,"1582","NULL","2020-11-13 14:15:28.761548","2020-11-13 14:15:28.761363","717924ac-3f8c-4b27-8373-ee7e24cd30b8","7738"
"113.32.6.B","analyze major issues and events of World War II such as fighting the war on multiple fronts, the internment of Japanese-Americans, the Holocaust, the battle of Midway, the invasion of Normandy, and the development of and Harry Truman's decision to use the atomic bomb.",,,"United States History Studies Since Reconstruction",,,"uri://ed-fi.org/LearningStandard/LearningStandard.xml",,"1582","NULL","2020-11-13 14:15:28.680875","2020-11-13 14:15:28.680115","76f239cb-e13c-4e2e-9078-c8399bfe5fe2","7708"
"113.32.6.E","analyze the conflicts in Korea and Vietnam and describe their domestic and international effects.",,,"United States History Studies Since Reconstruction",,,"uri://ed-fi.org/LearningStandard/LearningStandard.xml",,"1582","NULL","2020-11-13 14:15:28.685215","2020-11-13 14:15:28.684744","e6f814b4-1aef-43ef-9c8b-0ac42de39e8d","7711"
"113.32.6.H","identify the origins of major domestic and foreign policy issues currently facing the United States.",,,"United States History Studies Since Reconstruction",,,"uri://ed-fi.org/LearningStandard/LearningStandard.xml",,"1582","NULL","2020-11-13 14:15:28.695011","2020-11-13 14:15:28.694537","b2e39a32-79be-4e58-8e52-bfff81bba6ca","7714"
"113.32.8.A","create thematic maps, graphs, charts, models, and databases representing various aspects of the United States.",,,"United States History Studies Since Reconstruction",,,"uri://ed-fi.org/LearningStandard/LearningStandard.xml",,"1582","NULL","2020-11-13 14:15:28.706720","2020-11-13 14:15:28.706424","3c2b0937-86c6-4c45-b57a-529cc06c6a59","7718"
"113.32.9.A","analyze the effects of physical and human geographic factors on major events including the building of the Panama Canal.",,,"United States History Studies Since Reconstruction",,,"uri://ed-fi.org/LearningStandard/LearningStandard.xml",,"1582","NULL","2020-11-13 14:15:28.714540","2020-11-13 14:15:28.714366","f481c360-aa11-41b1-a588-4daaace0399b","7721"
"113.32.9.B","identify and explain reasons for changes in political boundaries such as those resulting from statehood and international conflicts.",,,"United States History Studies Since Reconstruction",,,"uri://ed-fi.org/LearningStandard/LearningStandard.xml",,"1582","NULL","2020-11-13 14:15:28.720040","2020-11-13 14:15:28.719745","1896f71c-bd42-47fb-8cd2-41ad190a96f4","7722"
"113.33.1.B","identify changes that resulted from important turning points in world history such as the development of farming; the Mongol invasions; the development of cities; the European age of exploration and colonization; the scientific and industrial revolutions; the political revolutions of the 18th, 19th, and 20th centuries; and the world wars of the 20th century.",,,"World History Studies",,,"uri://ed-fi.org/LearningStandard/LearningStandard.xml",,"1582","NULL","2020-11-13 14:15:28.724577","2020-11-13 14:15:28.724351","f3862007-c18f-48df-bc27-9867552717e3","7724"
"113.33.1.D","explain the significance of the following dates: 1066, 1215, 1492, 1789, 1914-1918, and 1939-1945.",,,"World History Studies",,,"uri://ed-fi.org/LearningStandard/LearningStandard.xml",,"1582","NULL","2020-11-13 14:15:28.731072","2020-11-13 14:15:28.730774","d696e86c-7bed-48c7-a882-99160111bcbe","7726"
"113.33.11.A","create thematic maps, graphs, charts, models, and databases representing various aspects of world history.",,,"World History Studies",,,"uri://ed-fi.org/LearningStandard/LearningStandard.xml",,"1582","NULL","2020-11-13 14:15:28.737470","2020-11-13 14:15:28.737294","c20fc6a7-d896-416c-9870-1858e840442f","7729"
"113.33.11.B","pose and answer questions about geographic distributions and patterns in world history shown on maps, graphs, charts, models, and databases.",,,"World History Studies",,,"uri://ed-fi.org/LearningStandard/LearningStandard.xml",,"1582","NULL","2020-11-13 14:15:28.741332","2020-11-13 14:15:28.741040","bfd80d02-c2d0-4004-b33a-465e5e71ff85","7730"
"113.33.12.C","interpret historical and contemporary maps to identify and explain geographic factors such as control of the Straits of Hormuz that have influenced people and events in the past.",,,"World History Studies",,,"uri://ed-fi.org/LearningStandard/LearningStandard.xml",,"1582","NULL","2020-11-13 14:15:28.747176","2020-11-13 14:15:28.747019","054768c1-f8bf-4d44-acf1-a72599e8e400","7733"
"113.33.13.B","explain economic, social, and geographic factors that led to the development of the first civilizations.",,,"World History Studies",,,"uri://ed-fi.org/LearningStandard/LearningStandard.xml",,"1582","NULL","2020-11-13 14:15:28.754151","2020-11-13 14:15:28.753671","ab43a066-a779-4273-915e-877471a061ff","7735"
"113.33.14.B","identify the historic origins of the political and economic system of communism.",,,"World History Studies",,,"uri://ed-fi.org/LearningStandard/LearningStandard.xml",,"1582","NULL","2020-11-13 14:15:28.759098","2020-11-13 14:15:28.758940","c235db37-c5be-4458-9a82-4becad1e34c1","7737"
"113.33.15.A","explain the impact of parliamentary and constitutional systems of government on significant world political developments.",,,"World History Studies",,,"uri://ed-fi.org/LearningStandard/LearningStandard.xml",,"1582","NULL","2020-11-13 14:15:28.765002","2020-11-13 14:15:28.764817","5275017f-f3bc-407f-842d-be9ae421fa5d","7739"
"113.33.16.A","trace the process by which democratic-republican government evolved from its beginnings in classical Greece and Rome, through developments in England, and continuing with the Enlightenment.",,,"World History Studies",,,"uri://ed-fi.org/LearningStandard/LearningStandard.xml",,"1582","NULL","2020-11-13 14:15:28.776390","2020-11-13 14:15:28.776148","2f506cf7-6fb3-4607-9433-a8fc62c1b14e","7743"
"113.33.17.A","evaluate political choices and decisions that individuals, groups, and nations have made in the past, taking into account historical context, and apply this knowledge to the analysis of choices and decisions faced by contemporary societies.",,,"World History Studies",,,"uri://ed-fi.org/LearningStandard/LearningStandard.xml",,"1582","NULL","2020-11-13 14:15:28.780701","2020-11-13 14:15:28.780521","5a347bea-840d-4f1b-8860-3d1c0f9961d7","7745"
"113.33.19.B","identify examples of religious influence in historic and contemporary world events.",,,"World History Studies",,,"uri://ed-fi.org/LearningStandard/LearningStandard.xml",,"1582","NULL","2020-11-13 14:15:29.043665","2020-11-13 14:15:29.043375","6da15f19-4bf6-411a-8c91-5d510a164d0a","7749"
"113.33.19.A","compare the historical origins, central ideas, and the spread of major religious and philosophical traditions including Buddhism, Christianity, Confucianism, Hinduism, Islam, and Judaism.",,,"World History Studies",,,"uri://ed-fi.org/LearningStandard/LearningStandard.xml",,"1582","NULL","2020-11-13 14:15:29.049105","2020-11-13 14:15:29.048920","ad3ef220-4d92-4d25-a130-bd90c41e45ce","7752"
"113.33.2.A","identify elements in a contemporary situation that parallel a historical situation.",,,"World History Studies",,,"uri://ed-fi.org/LearningStandard/LearningStandard.xml",,"1582","NULL","2020-11-13 14:15:29.056018","2020-11-13 14:15:29.055679","ab1307f3-f291-4db1-937b-147afb72851e","7753"
"113.33.20.A","identify significant examples of art and architecture that demonstrate an artistic ideal or visual principle from selected cultures.",,,"World History Studies",,,"uri://ed-fi.org/LearningStandard/LearningStandard.xml",,"1582","NULL","2020-11-13 14:15:29.069569","2020-11-13 14:15:29.069281","bbe766d7-86fb-48b2-b0fc-dd59030838c2","7755"
"113.33.22.A","summarize the fundamental ideas and institutions of Eastern civilizations that originated in China and India.",,,"World History Studies",,,"uri://ed-fi.org/LearningStandard/LearningStandard.xml",,"1582","NULL","2020-11-13 14:15:29.081015","2020-11-13 14:15:29.080802","f99c60da-a9fa-4c06-a920-979e74d1fd61","7759"
"113.33.23.A","give examples of major mathematical and scientific discoveries and technological innovations that occurred at different periods in history and describe the changes produced by these discoveries and innovations.",,,"World History Studies",,,"uri://ed-fi.org/LearningStandard/LearningStandard.xml",,"1582","NULL","2020-11-13 14:15:29.094665","2020-11-13 14:15:29.094302","a8c3791f-8230-4eff-b719-26a9fab82e68","7763"
"113.33.23.D","describe the origins of the scientific revolution in 16th-century Europe and explain its impact on scientific thinking worldwide.",,,"World History Studies",,,"uri://ed-fi.org/LearningStandard/LearningStandard.xml",,"1582","NULL","2020-11-13 14:15:29.106669","2020-11-13 14:15:29.106374","a66c3377-e13f-4f73-8387-23e9d2e5deb1","7766"
"113.33.24.B","describe the connection between scientific discoveries and technological innovations and new patterns of social and cultural life in the 20th century, such as developments in transportation and communication that affected social mobility.",,,"World History Studies",,,"uri://ed-fi.org/LearningStandard/LearningStandard.xml",,"1582","NULL","2020-11-13 14:15:29.118072","2020-11-13 14:15:29.117561","bd822d94-7619-4e9f-9723-fb3fb971960f","7769"
"113.33.15.C","explain the impact of American political ideas on significant world political developments.",,,"World History Studies",,,"uri://ed-fi.org/LearningStandard/LearningStandard.xml",,"1582","NULL","2020-11-13 14:15:28.769769","2020-11-13 14:15:28.769525","8ab9eca3-bf65-430d-96d8-856759ab128b","7741"
"113.33.16.B","identify the impact of political and legal ideas contained in significant historic documents, including Hammurabi's Code, Justinian's Code of Laws, Magna Carta, John Locke's Two Treatises of Government, and the Declaration of Independence.",,,"World History Studies",,,"uri://ed-fi.org/LearningStandard/LearningStandard.xml",,"1582","NULL","2020-11-13 14:15:28.777110","2020-11-13 14:15:28.776902","bf7ddd4e-b4b9-4dce-8450-c0ea3798266f","7744"
"113.33.17.B","describe the different roles of citizens and noncitizens in historical cultures, especially as the roles pertain to civic participation.",,,"World History Studies",,,"uri://ed-fi.org/LearningStandard/LearningStandard.xml",,"1582","NULL","2020-11-13 14:15:28.784104","2020-11-13 14:15:28.783921","8cbeee2a-13b1-4db1-b4c6-93fcfdd10d96","7746"
"113.33.18.C","identify examples of political, economic, and social oppression and violations of human rights throughout history, including slavery, the Holocaust, other examples of genocide, and politically-motivated mass murders in Cambodia, China, and the Soviet Union.",,,"World History Studies",,,"uri://ed-fi.org/LearningStandard/LearningStandard.xml",,"1582","NULL","2020-11-13 14:15:29.043953","2020-11-13 14:15:29.043473","cd123183-994c-4251-811a-50c9f49854ee","7750"
"113.33.2.B","describe variables in a contemporary situation that could result in different outcomes.",,,"World History Studies",,,"uri://ed-fi.org/LearningStandard/LearningStandard.xml",,"1582","NULL","2020-11-13 14:15:29.058024","2020-11-13 14:15:29.057693","a07312ca-2ddc-4db2-ab4c-8cc5c821cadc","7754"
"113.33.21.A","analyze the specific roles of women, children, and families in different historical cultures.",,,"World History Studies",,,"uri://ed-fi.org/LearningStandard/LearningStandard.xml",,"1582","NULL","2020-11-13 14:15:29.072119","2020-11-13 14:15:29.071939","10c3a2f4-d321-41a8-9abb-e1168da875a8","7757"
"113.33.21.B","describe the political, economic, and cultural influence of women in different historical cultures.",,,"World History Studies",,,"uri://ed-fi.org/LearningStandard/LearningStandard.xml",,"1582","NULL","2020-11-13 14:15:29.081974","2020-11-13 14:15:29.081771","93d42336-d53a-4ff5-b7b4-4abd2e003a82","7760"
"113.33.23.B","identify new ideas in mathematics, science, and technology that occurred during the Greco-Roman, Indian, Islamic, and Chinese civilizations and trace the spread of these ideas to other civilizations.",,,"World History Studies",,,"uri://ed-fi.org/LearningStandard/LearningStandard.xml",,"1582","NULL","2020-11-13 14:15:29.096774","2020-11-13 14:15:29.096444","83d1a7be-6253-455f-9443-762d5144d8ec","7764"
"113.33.23.E","identify the contributions of significant scientists such as Archimedes, Copernicus, Erastosthenes, Galileo, and Pythagorus.",,,"World History Studies",,,"uri://ed-fi.org/LearningStandard/LearningStandard.xml",,"1582","NULL","2020-11-13 14:15:29.108937","2020-11-13 14:15:29.108720","1628eead-9a85-4458-8a9b-c570396c712d","7767"
"113.33.24.C","identify the contributions of significant scientists and inventors such as Robert Boyle, Marie Curie, Thomas Edison, Albert Einstein, Robert Fulton, Sir Isaac Newton, Louis Pasteur, and James Watt.",,,"World History Studies",,,"uri://ed-fi.org/LearningStandard/LearningStandard.xml",,"1582","NULL","2020-11-13 14:15:29.118669","2020-11-13 14:15:29.118430","839e8242-93c7-4a07-9178-db493df5fbc7","7770"
"113.33.25.B","locate and use primary and secondary sources such as computer software, databases, media and news services, biographies, interviews, and artifacts to acquire information.",,,"World History Studies",,,"uri://ed-fi.org/LearningStandard/LearningStandard.xml",,"1582","NULL","2020-11-13 14:15:29.128712","2020-11-13 14:15:29.128380","9e1d33bd-2b14-4aa2-9b61-5f666f3a9ec5","7772"
"113.33.25.D","explain and apply different methods that historians use to interpret the past, including the use of primary and secondary sources, points of view, frames of reference, and historical context.",,,"World History Studies",,,"uri://ed-fi.org/LearningStandard/LearningStandard.xml",,"1582","NULL","2020-11-13 14:15:29.134558","2020-11-13 14:15:29.133941","f03a196d-163c-4a18-92ec-f0de475c8c91","7774"
