assessmentidentifier,assessmentreportingmethoddescriptorid,namespace,studentassessmentidentifier,studentusi,result,resultdatatypetypedescriptorid,createdate
"ACT Reading","213","uri://ed-fi.org/Assessment/Assessment.xml","kJPd64iqkCBwfG1PFHEyIa+V4u/A2CZYeP1fEIoD","649","14","2012","2020-11-13 14:16:31.922104"
"ACT Reading","213","uri://ed-fi.org/Assessment/Assessment.xml","NDXpUnIrFtgAXXb9C/fXh2/P3OrqebJCrnAf0kFs","326","21","2012","2020-11-13 14:16:31.943454"
"ACT Reading","213","uri://ed-fi.org/Assessment/Assessment.xml","t0opesx82we+/ckGm028FRNNHuori3vLUle5R8Ju","5","17","2012","2020-11-13 14:16:31.972660"
"ACT Reading","213","uri://ed-fi.org/Assessment/Assessment.xml","tMWG9y6ZLalLXOL7cZ9X/P54fCKUciDF28SrKEil","488","14","2012","2020-11-13 14:16:31.996633"
"ACT Reading","213","uri://ed-fi.org/Assessment/Assessment.xml","xaTVxykGXBLLJs4OWmM4h70BZB24GrOo7dDVgkWG","581","4","2012","2020-11-13 14:16:32.034955"
"ACT Reading","213","uri://ed-fi.org/Assessment/Assessment.xml","YEPq/KVM2RjxJsKqJCHWrz+OAmdGQyT+FYb1Vfqm","425","19","2012","2020-11-13 14:16:32.067893"
"ACT Science","213","uri://ed-fi.org/Assessment/Assessment.xml","/AZNPTln4KfmREMKt3XIyZFj5ptAX5Ew8OLgjBv+","221","20","2012","2020-11-13 14:16:32.083321"
"ACT Science","213","uri://ed-fi.org/Assessment/Assessment.xml","08uXpxz0tjObCoV7bttunh3QpCsWwCVhNR3vjmRj","246","18","2012","2020-11-13 14:16:32.099725"
"ACT Science","213","uri://ed-fi.org/Assessment/Assessment.xml","CE49D8j4Ao3gNzkXRocAVbdp3B6doHreMF/4OoKp","711","18","2012","2020-11-13 14:16:32.137946"
"ACT Science","213","uri://ed-fi.org/Assessment/Assessment.xml","FiB4W3FGTxwTmFtUjqd6e2/wPFN/BylscoOz+Ovt","806","35","2012","2020-11-13 14:16:32.151794"
"ACT Science","213","uri://ed-fi.org/Assessment/Assessment.xml","h44wxPtVA1gVEh7H1Mtf364/yDXJX5xE9ZceL5YS","691","17","2012","2020-11-13 14:16:32.164650"
"ACT Science","213","uri://ed-fi.org/Assessment/Assessment.xml","Il7bMz0JeHzIo67/VWOcFniHb4VR66a1pJI60gPH","895","21","2012","2020-11-13 14:16:32.196450"
"ACT Science","213","uri://ed-fi.org/Assessment/Assessment.xml","KXvWBIznM+EJJLmbjNzcLMss8f2b4cyq3jPg8cyB","655","17","2012","2020-11-13 14:16:32.210993"
"ACT Science","213","uri://ed-fi.org/Assessment/Assessment.xml","nxsnu9vzQPgrm9ixbz/CVhHBe2/DYd4TyEz6H8tB","647","24","2012","2020-11-13 14:16:32.249805"
"ACT Science","213","uri://ed-fi.org/Assessment/Assessment.xml","qCuWle97bt6AmjthXakAjgQuAffqcmwoYmS7JqtQ","790","16","2012","2020-11-13 14:16:32.268654"
"ACT Science","213","uri://ed-fi.org/Assessment/Assessment.xml","Rj423OGe0JZyP7rOtJCzYaicek2F7BO1bJlr2jfq","474","20","2012","2020-11-13 14:16:32.282395"
"ACT Science","213","uri://ed-fi.org/Assessment/Assessment.xml","tXst6RSvhDWjnHDFjcn/ZGhhGXMMqUB/1dQ7BlEt","12","19","2012","2020-11-13 14:16:32.299959"
"1a6a5d20-4758-4f45-848d-59f3f03ae425","214","uri://ed-fi.org/Assessment/Assessment.xml","wRmAYfwSAL0sXdSjIiXcl8860tYtcGhpxaETDfQR","883","8","2012","2020-11-13 14:16:39.762589"
"1a6a5d20-4758-4f45-848d-59f3f03ae425","214","uri://ed-fi.org/Assessment/Assessment.xml","Xf70STJa9AwzOXL9xeKNrpDuANCH8Cmrgg4gc5tw","933","4","2012","2020-11-13 14:16:39.774641"
"1a6a5d20-4758-4f45-848d-59f3f03ae425","214","uri://ed-fi.org/Assessment/Assessment.xml","y978fLKbpmfgUAoopgoZvmvTuigglHC/3MzAUg2g","509","8","2012","2020-11-13 14:16:39.790982"
"1a6a5d20-4758-4f45-848d-59f3f03ae425","214","uri://ed-fi.org/Assessment/Assessment.xml","xSoVCI+zhjpl4RyH6Ssww/mVZktrGqBF/zeJzUpt","941","4","2012","2020-11-13 14:16:39.787370"
"1a6a5d20-4758-4f45-848d-59f3f03ae425","214","uri://ed-fi.org/Assessment/Assessment.xml","yijVrhsy+reSBN9yJJGrJcu6nIJZscFs9RvicOKl","664","8","2012","2020-11-13 14:16:39.800627"
"1a6a5d20-4758-4f45-848d-59f3f03ae425","214","uri://ed-fi.org/Assessment/Assessment.xml","YqnGaXNTe9EXwWy5Mek0gsWmT7Cm3JhLFz3+ZrNG","594","6","2012","2020-11-13 14:16:39.808681"
"1a6a5d20-4758-4f45-848d-59f3f03ae425","214","uri://ed-fi.org/Assessment/Assessment.xml","ZIfKCYOgFMGBwUTaeZZdo5qKadwh6MOvoupCT2sh","909","8","2012","2020-11-13 14:16:39.821121"
"1a6a5d20-4758-4f45-848d-59f3f03ae425","214","uri://ed-fi.org/Assessment/Assessment.xml","ZNv5J+o9fSvgjQzBL0EgN9nXTLrf8CIWPijFmZLb","289","3","2012","2020-11-13 14:16:39.829150"
"1a6a5d20-4758-4f45-848d-59f3f03ae425","214","uri://ed-fi.org/Assessment/Assessment.xml","ZUmXIzVgql2+pH56jKo1PTobBvDqUqNBzCUG0KZ0","566","3","2012","2020-11-13 14:16:39.834010"
"97e16cba-5fb0-438b-be0e-7f7fb6b591dc","214","uri://ed-fi.org/Assessment/Assessment.xml","+34tueSr8nMcuxf3sXay7m0S4kIp78fvih5YBcv+","212","8","2012","2020-11-13 14:16:39.849675"
"97e16cba-5fb0-438b-be0e-7f7fb6b591dc","214","uri://ed-fi.org/Assessment/Assessment.xml","+bbUn2gQbZRLdBUkd0+MMTIoHUzhLiwWEGUld/bv","945","8","2012","2020-11-13 14:16:39.852887"
"97e16cba-5fb0-438b-be0e-7f7fb6b591dc","214","uri://ed-fi.org/Assessment/Assessment.xml","2ZPqhiDED44iOPAQY6Uftqi5eAG0xwRFftOduZtS","654","10","2012","2020-11-13 14:16:39.860699"
"97e16cba-5fb0-438b-be0e-7f7fb6b591dc","214","uri://ed-fi.org/Assessment/Assessment.xml","4WowNEP4RNRUGuSQ9kAFZD7DwNzgN/sNdqZP5XAH","665","3","2012","2020-11-13 14:16:39.868709"
"97e16cba-5fb0-438b-be0e-7f7fb6b591dc","214","uri://ed-fi.org/Assessment/Assessment.xml","5oRjEI8Ohe/DQrvkpPlbAgB9gankj5XLQuzgbC7Z","57","3","2012","2020-11-13 14:16:39.882507"
"97e16cba-5fb0-438b-be0e-7f7fb6b591dc","214","uri://ed-fi.org/Assessment/Assessment.xml","6opyo+svqdX/UXM8B8BXqR4hcnZZxwty3J9q6ifV","284","3","2012","2020-11-13 14:16:39.884114"
"97e16cba-5fb0-438b-be0e-7f7fb6b591dc","214","uri://ed-fi.org/Assessment/Assessment.xml","7OgKoU3UYHMh5Ebq/FoKEEYiYrFC0OXIXcGsBj1O","11","3","2012","2020-11-13 14:16:39.888950"
"97e16cba-5fb0-438b-be0e-7f7fb6b591dc","214","uri://ed-fi.org/Assessment/Assessment.xml","9T4czNpYGJMP7UzxvGXTBcI/IphpvB7DJtz3vtWL","566","8","2012","2020-11-13 14:16:39.915271"
"97e16cba-5fb0-438b-be0e-7f7fb6b591dc","214","uri://ed-fi.org/Assessment/Assessment.xml","afgz7PBgmhtT6VoO0g6GMciox7G2FmMKMsbNj/o6","771","10","2012","2020-11-13 14:16:39.916581"
"97e16cba-5fb0-438b-be0e-7f7fb6b591dc","214","uri://ed-fi.org/Assessment/Assessment.xml","AHqnYufXaKP7Gh8SWmzJNzvN+2ar23USHavvnu5F","251","4","2012","2020-11-13 14:16:39.917143"
"97e16cba-5fb0-438b-be0e-7f7fb6b591dc","214","uri://ed-fi.org/Assessment/Assessment.xml","AKpnMb2Wk4a5HspskwHMyf+reSX9CCrkuwhGjbIl","310","4","2012","2020-11-13 14:16:39.925246"
"97e16cba-5fb0-438b-be0e-7f7fb6b591dc","214","uri://ed-fi.org/Assessment/Assessment.xml","AUgdvo+/cvq7YycnxtOu1VSOtDszQBXAjJRDj3N5","380","1","2012","2020-11-13 14:16:39.951361"
"97e16cba-5fb0-438b-be0e-7f7fb6b591dc","214","uri://ed-fi.org/Assessment/Assessment.xml","AM1YsTdvFoXGxag1k03Wg2+jNXil/OvsVS/a1zSx","797","1","2012","2020-11-13 14:16:39.951420"
"97e16cba-5fb0-438b-be0e-7f7fb6b591dc","214","uri://ed-fi.org/Assessment/Assessment.xml","aTL8osoQVVM4HG73FjU893XTMj9F1eBmwHjHcDL7","401","1","2012","2020-11-13 14:16:39.951201"
"97e16cba-5fb0-438b-be0e-7f7fb6b591dc","214","uri://ed-fi.org/Assessment/Assessment.xml","BAs4G37H7u7dW+VImtvkKPy51ZfEakWhs2xm7kxT","714","1","2012","2020-11-13 14:16:39.960707"
"97e16cba-5fb0-438b-be0e-7f7fb6b591dc","214","uri://ed-fi.org/Assessment/Assessment.xml","BSbLbxG29fco0CHA2+AUpb9muctYMXS1rQfwO5Ih","933","3","2012","2020-11-13 14:16:39.982808"
"97e16cba-5fb0-438b-be0e-7f7fb6b591dc","214","uri://ed-fi.org/Assessment/Assessment.xml","CirwznzaKsxk4kewHTjWMbjM4Jhj4+Oik+27d4rR","161","10","2012","2020-11-13 14:16:39.982803"
"97e16cba-5fb0-438b-be0e-7f7fb6b591dc","214","uri://ed-fi.org/Assessment/Assessment.xml","cIT+sGu7ohumLiw5s1/fSpQRWXhD6m6g19WbNI/g","537","8","2012","2020-11-13 14:16:39.984883"
"97e16cba-5fb0-438b-be0e-7f7fb6b591dc","214","uri://ed-fi.org/Assessment/Assessment.xml","CNFbXcqkurU6y5LvFEaQ+J+tOmS9K9htSzKzBdWa","891","10","2012","2020-11-13 14:16:39.993712"
"97e16cba-5fb0-438b-be0e-7f7fb6b591dc","214","uri://ed-fi.org/Assessment/Assessment.xml","etquC5DpJugOuJvUCEqHdtiEr0NrMEYVwYs/ZtcI","117","1","2012","2020-11-13 14:16:40.026909"
"97e16cba-5fb0-438b-be0e-7f7fb6b591dc","214","uri://ed-fi.org/Assessment/Assessment.xml","dPQPEJP0r7KTRxTbIneYh/GOvF6yLYm5BJcXz6mS","49","1","2012","2020-11-13 14:16:40.026781"
"97e16cba-5fb0-438b-be0e-7f7fb6b591dc","214","uri://ed-fi.org/Assessment/Assessment.xml","d0O3+goJUrJQXOQqjRlvxYafDASW8kBSmhWX9hgj","813","8","2012","2020-11-13 14:16:40.026987"
"97e16cba-5fb0-438b-be0e-7f7fb6b591dc","214","uri://ed-fi.org/Assessment/Assessment.xml","CPIjXhGJUilX4WyqZIOiqzu+loq2m1zKqghoL3vp","13","10","2012","2020-11-13 14:16:40.031861"
"97e16cba-5fb0-438b-be0e-7f7fb6b591dc","214","uri://ed-fi.org/Assessment/Assessment.xml","EXflwPzRn2dcKabmNnEtCPMfA3xrzncuMT/XJfkS","200","4","2012","2020-11-13 14:16:40.056353"
"97e16cba-5fb0-438b-be0e-7f7fb6b591dc","214","uri://ed-fi.org/Assessment/Assessment.xml","f2WWlV3XpjdgynB4POZxUaCYVnrTa1w7v3ZjARLu","160","4","2012","2020-11-13 14:16:40.056370"
"97e16cba-5fb0-438b-be0e-7f7fb6b591dc","214","uri://ed-fi.org/Assessment/Assessment.xml","fEoJ30NZXyPW/3Avl0wCaHX2E4ocHoEAYtrryHCr","287","8","2012","2020-11-13 14:16:40.426425"
"97e16cba-5fb0-438b-be0e-7f7fb6b591dc","214","uri://ed-fi.org/Assessment/Assessment.xml","FmEIzh/sBcS3tmHzoJpO0mPr1vQzrUOl7/BupdvZ","883","3","2012","2020-11-13 14:16:40.429398"
"97e16cba-5fb0-438b-be0e-7f7fb6b591dc","214","uri://ed-fi.org/Assessment/Assessment.xml","FncYXhsJqz/UfN33luYClt0AMcbQD5khM7fIwQo4","713","4","2012","2020-11-13 14:16:40.431263"
"97e16cba-5fb0-438b-be0e-7f7fb6b591dc","214","uri://ed-fi.org/Assessment/Assessment.xml","gOOcGdx8CinTfNIywL561TJiDz85XaN0tTPAHa6Q","716","3","2012","2020-11-13 14:16:40.432060"
"97e16cba-5fb0-438b-be0e-7f7fb6b591dc","214","uri://ed-fi.org/Assessment/Assessment.xml","gSnuqkA+ugRMwokebGeFnteCnjk/iFTtbv8cSq+W","885","1","2012","2020-11-13 14:16:40.455938"
"97e16cba-5fb0-438b-be0e-7f7fb6b591dc","214","uri://ed-fi.org/Assessment/Assessment.xml","GTs/cFEFpZ5Oj3tozhC5f+M8d94tocnQ6cG2QP/2","744","8","2012","2020-11-13 14:16:40.461009"
"97e16cba-5fb0-438b-be0e-7f7fb6b591dc","214","uri://ed-fi.org/Assessment/Assessment.xml","H7AUQfQFamInRXq1xOOfZwmVHlN2+/VrJ3skxt+p","816","1","2012","2020-11-13 14:16:40.460880"
"97e16cba-5fb0-438b-be0e-7f7fb6b591dc","214","uri://ed-fi.org/Assessment/Assessment.xml","h8Silv6gJFrksMpxWI3TJzpFQWzrSrfF3rPTq4op","462","4","2012","2020-11-13 14:16:40.464505"
"97e16cba-5fb0-438b-be0e-7f7fb6b591dc","214","uri://ed-fi.org/Assessment/Assessment.xml","HWJPAZqcaFyPjk5y/dH0X4i2vr/C5n2DA16AN/LK","514","8","2012","2020-11-13 14:16:40.485182"
"97e16cba-5fb0-438b-be0e-7f7fb6b591dc","214","uri://ed-fi.org/Assessment/Assessment.xml","ICWZSCGMbALYO5oK9oT/AMONZDBtF1kCJCrwy0wo","3","8","2012","2020-11-13 14:16:40.491109"
"97e16cba-5fb0-438b-be0e-7f7fb6b591dc","214","uri://ed-fi.org/Assessment/Assessment.xml","ikQJ3sqrXnWueFnNkNFOcF2ZZ6kEKo8ZA2gX0pxj","517","3","2012","2020-11-13 14:16:40.491609"
"97e16cba-5fb0-438b-be0e-7f7fb6b591dc","214","uri://ed-fi.org/Assessment/Assessment.xml","JEwofDZNGjLpWLOVIVujHOzzFdkV6IlyNYsT8PgI","942","8","2012","2020-11-13 14:16:40.494857"
"97e16cba-5fb0-438b-be0e-7f7fb6b591dc","214","uri://ed-fi.org/Assessment/Assessment.xml","JL+6G+7g1zr1ipSnRfAG7f2Fue79AbMre2LVHxqh","204","1","2012","2020-11-13 14:16:40.512559"
"97e16cba-5fb0-438b-be0e-7f7fb6b591dc","214","uri://ed-fi.org/Assessment/Assessment.xml","JoIhCJAy6CY2RLv4NyO+9tFXnhaxDdy2omxbTQWP","950","8","2012","2020-11-13 14:16:40.520375"
"97e16cba-5fb0-438b-be0e-7f7fb6b591dc","214","uri://ed-fi.org/Assessment/Assessment.xml","k723YNYXuBLkr7+bjOEzbxFHfPummD+wgLuBVLYE","24","1","2012","2020-11-13 14:16:40.521365"
"97e16cba-5fb0-438b-be0e-7f7fb6b591dc","214","uri://ed-fi.org/Assessment/Assessment.xml","laP0dI7TXGT3QRXr9lBa28zgLdxaNCygCTQa2iE0","469","4","2012","2020-11-13 14:16:40.538851"
"97e16cba-5fb0-438b-be0e-7f7fb6b591dc","214","uri://ed-fi.org/Assessment/Assessment.xml","lNRHE8q3gEC5czTx9Exk31GwIeyP11ekwm4zXpdI","909","8","2012","2020-11-13 14:16:40.552960"
"97e16cba-5fb0-438b-be0e-7f7fb6b591dc","214","uri://ed-fi.org/Assessment/Assessment.xml","oTeLVS5UNlcFi+f5fuQhgypUfslLzoeWyjuhm6B3","810","4","2012","2020-11-13 14:16:40.585005"
"97e16cba-5fb0-438b-be0e-7f7fb6b591dc","214","uri://ed-fi.org/Assessment/Assessment.xml","q9ydjBP8FxL9zlFmHMSF33nPVWKm0D9hT6avFTsE","701","3","2012","2020-11-13 14:16:40.621065"
"97e16cba-5fb0-438b-be0e-7f7fb6b591dc","214","uri://ed-fi.org/Assessment/Assessment.xml","TGWtVl5YJuJ37z2pQ01+ubyPLDdcFq6Y9Whq73x9","35","1","2012","2020-11-13 14:16:40.650453"
"97e16cba-5fb0-438b-be0e-7f7fb6b591dc","214","uri://ed-fi.org/Assessment/Assessment.xml","uWwLYthpytOUthqAYZ3C7uJlLVhKDY3DV+6lp46T","82","8","2012","2020-11-13 14:16:40.683310"
"97e16cba-5fb0-438b-be0e-7f7fb6b591dc","214","uri://ed-fi.org/Assessment/Assessment.xml","Vrqmbc71plrupBuLej7dKSk3yWWgrKcpH8FYP/FG","921","1","2012","2020-11-13 14:16:40.713571"
"97e16cba-5fb0-438b-be0e-7f7fb6b591dc","214","uri://ed-fi.org/Assessment/Assessment.xml","VXwZbhk/LZ+JbHJ9Pw/wr1t+HMbPdkEf4IfyAD/W","464","1","2012","2020-11-13 14:16:40.731506"
"97e16cba-5fb0-438b-be0e-7f7fb6b591dc","214","uri://ed-fi.org/Assessment/Assessment.xml","YdaPvrTe7bEVyPxOf69bvmSJWtF8IoT8t6VRaghG","941","8","2012","2020-11-13 14:16:40.773649"
"97e16cba-5fb0-438b-be0e-7f7fb6b591dc","214","uri://ed-fi.org/Assessment/Assessment.xml","YQ31jgzxYNIys5VQmCWlbrmW2z8MKkcLjvn2VFaN","123","1","2012","2020-11-13 14:16:40.791016"
"97e16cba-5fb0-438b-be0e-7f7fb6b591dc","214","uri://ed-fi.org/Assessment/Assessment.xml","Z6xRDL0oxjNnZzjMsxO9LD2iCElvvM5BsmT1lNzF","869","8","2012","2020-11-13 14:16:40.808680"
"97e16cba-5fb0-438b-be0e-7f7fb6b591dc","214","uri://ed-fi.org/Assessment/Assessment.xml","zGiBW70TOnnmZkPz3LkiK4UCZs2wwlQfKCLB8Zty","289","8","2012","2020-11-13 14:16:40.831653"
"MP-2013-Mathematics-Seventh grade","214","uri://ed-fi.org/Assessment/Assessment.xml","2d7QI2vH16MgtmjvEgP5KZiJNE1dtBTjJ7dGBp8d","92","13","2011","2020-11-13 14:16:40.946061"
"MP-2013-Mathematics-Seventh grade","214","uri://ed-fi.org/Assessment/Assessment.xml","4uLiYbyuGYydPYcwWvehlI3jrhCtBstruR9yBc5v","248","21","2011","2020-11-13 14:16:41.014315"
"MP-2013-Mathematics-Seventh grade","214","uri://ed-fi.org/Assessment/Assessment.xml","7lvQJ6kQ21Wa+3BRRzXnAAnG7UX1wsTMCyRJbRPc","447","14","2011","2020-11-13 14:16:41.073736"
"MP-2013-Mathematics-Seventh grade","214","uri://ed-fi.org/Assessment/Assessment.xml","AmKCMbrCfSFzdh8q70mMCgJwtnSc+l9dYyCkA6f+","956","8","2011","2020-11-13 14:16:41.115706"
"MP-2013-Mathematics-Seventh grade","214","uri://ed-fi.org/Assessment/Assessment.xml","bG1Bpmf+mCgmfTF22ewyEjWPvUM8HrF477o6fVN6","31","8","2011","2020-11-13 14:16:41.155379"
"MP-2013-Mathematics-Seventh grade","214","uri://ed-fi.org/Assessment/Assessment.xml","cwaCPc06izGOA1tHzzZyZvia+EPDb9UvCNxaT5k4","681","10","2011","2020-11-13 14:16:41.213899"
"MP-2013-Mathematics-Seventh grade","214","uri://ed-fi.org/Assessment/Assessment.xml","e8fv/8C0R9Svtq2WjuW+4JadQ5W2ZWye5MKVr9xM","419","9","2011","2020-11-13 14:16:41.259170"
"MP-2013-Mathematics-Seventh grade","214","uri://ed-fi.org/Assessment/Assessment.xml","gkgmC9B+3p+N7MOij/hNkJV/Fjuwy5MThJxsH/1y","925","8","2011","2020-11-13 14:16:41.298768"
"MP-2013-Mathematics-Seventh grade","214","uri://ed-fi.org/Assessment/Assessment.xml","JURmK6DNtTtC8aQ3Wcdi9LIdG7XUf5N1ctOBwHgb","562","11","2011","2020-11-13 14:16:41.341439"
"MP-2013-Mathematics-Seventh grade","214","uri://ed-fi.org/Assessment/Assessment.xml","kGt6DfIadkgg9meNMcD3OfAkCGp2dlJAbTvqbDM3","917","8","2011","2020-11-13 14:16:41.371703"
"MP-2013-Mathematics-Seventh grade","214","uri://ed-fi.org/Assessment/Assessment.xml","lBySzJisGNlyaKXFZfBQouCklqcMop58KLTl66P/","232","11","2011","2020-11-13 14:16:41.401484"
"MP-2013-Mathematics-Seventh grade","214","uri://ed-fi.org/Assessment/Assessment.xml","LsiCJ4xA1rJQgwzFAYbDju6h1R3Y1+6SHhCQbPe6","952","7","2011","2020-11-13 14:16:41.431104"
"MP-2013-Mathematics-Seventh grade","214","uri://ed-fi.org/Assessment/Assessment.xml","N1H8Kgn4y/4BgkSL651gNnxK3YhGpq8hrIe6rj8X","158","17","2011","2020-11-13 14:16:41.473469"
"MP-2013-Mathematics-Seventh grade","214","uri://ed-fi.org/Assessment/Assessment.xml","oyepd2wrgbZsHUc0ZYXrFH8cmUV9WNUI4SUMTakg","546","17","2011","2020-11-13 14:16:41.514892"
"MP-2013-Mathematics-Seventh grade","214","uri://ed-fi.org/Assessment/Assessment.xml","qbdvdU++LJqTdpP/gPY8DONOvjI8vRbwlkx6eIdV","110","11","2011","2020-11-13 14:16:41.557003"
"MP-2013-Mathematics-Seventh grade","214","uri://ed-fi.org/Assessment/Assessment.xml","rtPPkY5SgeFxJUs9EjN6RhTmfP/KvI0YveT63EvB","784","8","2011","2020-11-13 14:16:41.600703"
"MP-2013-Mathematics-Seventh grade","214","uri://ed-fi.org/Assessment/Assessment.xml","T+9bZrKGgR2zjFGb+HMzqrgf9pQAvNDWVtBqfoRA","673","9","2011","2020-11-13 14:16:41.647099"
"MP-2013-Mathematics-Seventh grade","214","uri://ed-fi.org/Assessment/Assessment.xml","upuIOea8j/p52+cDU5U2Z44p6yTbgafHFfw3EmUZ","269","12","2011","2020-11-13 14:16:41.690141"
"MP-2013-Mathematics-Seventh grade","214","uri://ed-fi.org/Assessment/Assessment.xml","Vl+dn3tRmo70dLshLq1mdf6KJ16NZwvpA8DvgH8l","354","15","2011","2020-11-13 14:16:41.737007"
"MP-2013-Mathematics-Seventh grade","214","uri://ed-fi.org/Assessment/Assessment.xml","x/CZ18FzqYLUf1Sm4G6E+tprvuDlhN3A0b+7l0Cb","378","9","2011","2020-11-13 14:16:41.784164"
"MP-2013-Mathematics-Seventh grade","214","uri://ed-fi.org/Assessment/Assessment.xml","YeOuQhzwd3RBkYLXtTrQ++fGQxNg1gluRHPnv+VJ","828","8","2011","2020-11-13 14:16:41.831015"
"SAT Critical Reading","229","uri://ed-fi.org/Assessment/Assessment.xml","EzrF5wXBYqCJp+6XXoeuwqxj9XEqTxpKNixi22L2","698","86","2012","2020-11-13 14:16:41.857827"
"SAT Critical Reading","214","uri://ed-fi.org/Assessment/Assessment.xml","EzrF5wXBYqCJp+6XXoeuwqxj9XEqTxpKNixi22L2","698","630","2012","2020-11-13 14:16:41.860866"
"SAT Critical Reading","230","uri://ed-fi.org/Assessment/Assessment.xml","EzrF5wXBYqCJp+6XXoeuwqxj9XEqTxpKNixi22L2","698","89","2012","2020-11-13 14:16:41.860895"
"SAT Critical Reading","229","uri://ed-fi.org/Assessment/Assessment.xml","H0K1ioyET6n6VYAvzIKD/jrCmOs9jMG8mHytzRX1","709","17","2012","2020-11-13 14:16:41.876431"
"SAT Critical Reading","214","uri://ed-fi.org/Assessment/Assessment.xml","H0K1ioyET6n6VYAvzIKD/jrCmOs9jMG8mHytzRX1","709","400","2012","2020-11-13 14:16:41.876473"
"SAT Critical Reading","230","uri://ed-fi.org/Assessment/Assessment.xml","H0K1ioyET6n6VYAvzIKD/jrCmOs9jMG8mHytzRX1","709","21","2012","2020-11-13 14:16:41.876484"
"SAT Critical Reading","229","uri://ed-fi.org/Assessment/Assessment.xml","lsGSDR0jTgIuHYLnmANl4+bgRdq+4vrIKAbyiwJp","886","35","2012","2020-11-13 14:16:41.898110"
"SAT Critical Reading","214","uri://ed-fi.org/Assessment/Assessment.xml","lsGSDR0jTgIuHYLnmANl4+bgRdq+4vrIKAbyiwJp","886","460","2012","2020-11-13 14:16:41.898168"
"SAT Critical Reading","230","uri://ed-fi.org/Assessment/Assessment.xml","lsGSDR0jTgIuHYLnmANl4+bgRdq+4vrIKAbyiwJp","886","42","2012","2020-11-13 14:16:41.898179"
"SAT Critical Reading","229","uri://ed-fi.org/Assessment/Assessment.xml","oP4Z+zJdmx1rgiZw/7r3l7htXhn0zT2z4YQ3sI96","668","13","2012","2020-11-13 14:16:41.922134"
"SAT Critical Reading","214","uri://ed-fi.org/Assessment/Assessment.xml","oP4Z+zJdmx1rgiZw/7r3l7htXhn0zT2z4YQ3sI96","668","380","2012","2020-11-13 14:16:41.922183"
"SAT Critical Reading","230","uri://ed-fi.org/Assessment/Assessment.xml","oP4Z+zJdmx1rgiZw/7r3l7htXhn0zT2z4YQ3sI96","668","15","2012","2020-11-13 14:16:41.922194"
"SAT Critical Reading","229","uri://ed-fi.org/Assessment/Assessment.xml","q0q02ESn47wG3yNbjBk9KOltEJGbJWHAegmrpYL9","697","82","2012","2020-11-13 14:16:41.943115"
"97e16cba-5fb0-438b-be0e-7f7fb6b591dc","214","uri://ed-fi.org/Assessment/Assessment.xml","l+QN2S6CCEyqcBv/lLOhXE/Dt7Y4ENremjwm3o2y","25","8","2012","2020-11-13 14:16:40.523289"
"97e16cba-5fb0-438b-be0e-7f7fb6b591dc","214","uri://ed-fi.org/Assessment/Assessment.xml","lTPRcobEN00qtsoj2MMiiV8C2Edgt2h6eJ2nD6UJ","230","3","2012","2020-11-13 14:16:40.552944"
"97e16cba-5fb0-438b-be0e-7f7fb6b591dc","214","uri://ed-fi.org/Assessment/Assessment.xml","MfNtiTEg8cpUARfiaiK2o8C/jGHA6nTlj21EcAJg","888","4","2012","2020-11-13 14:16:40.578027"
"97e16cba-5fb0-438b-be0e-7f7fb6b591dc","214","uri://ed-fi.org/Assessment/Assessment.xml","PImasuC9R2ILQkk5H9G253GkuuR1GOugivAzbhRf","779","8","2012","2020-11-13 14:16:40.594641"
"97e16cba-5fb0-438b-be0e-7f7fb6b591dc","214","uri://ed-fi.org/Assessment/Assessment.xml","poiApT8aXtzTUmj2lhOstC6sdvh6O0fq9uGwLUZp","840","3","2012","2020-11-13 14:16:40.613708"
"97e16cba-5fb0-438b-be0e-7f7fb6b591dc","214","uri://ed-fi.org/Assessment/Assessment.xml","QR/6x6VmJXhhJDQ+mrll2qcO+x7tgOye0YnFt2ck","258","1","2012","2020-11-13 14:16:40.641274"
"97e16cba-5fb0-438b-be0e-7f7fb6b591dc","214","uri://ed-fi.org/Assessment/Assessment.xml","TWlkWwOcmOHaWSld/pmvBO6RThn9Dct6xLpB6i4E","548","8","2012","2020-11-13 14:16:40.675022"
"97e16cba-5fb0-438b-be0e-7f7fb6b591dc","214","uri://ed-fi.org/Assessment/Assessment.xml","VeAt0oKIarz95WkpeUVqTFPRdU+GC++Z2Oy83OGX","533","8","2012","2020-11-13 14:16:40.706776"
"97e16cba-5fb0-438b-be0e-7f7fb6b591dc","214","uri://ed-fi.org/Assessment/Assessment.xml","WimOoJ0It28xUTKZqB0/MrDH5QH5+4xi+LeMFr54","125","10","2012","2020-11-13 14:16:40.743338"
"97e16cba-5fb0-438b-be0e-7f7fb6b591dc","214","uri://ed-fi.org/Assessment/Assessment.xml","WTL91ty2Wp6QEnKip0e5nxpaLhtBTZJPRSuVlJUC","150","8","2012","2020-11-13 14:16:40.760918"
"97e16cba-5fb0-438b-be0e-7f7fb6b591dc","214","uri://ed-fi.org/Assessment/Assessment.xml","Z3+LrwhOXqelslWw2FlcjqBnJYsmn6Am0o1DswtV","197","4","2012","2020-11-13 14:16:40.803873"
"MP-2013-Mathematics-Seventh grade","214","uri://ed-fi.org/Assessment/Assessment.xml","1YOGV0cm24SP4bh1mizCMUwkcVpqBwfb8hYYAZgr","877","8","2011","2020-11-13 14:16:40.945916"
